ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
3271,D,Road,5,3,141,2,medium,M,4,5257
9120,F,Ship,4,1,225,2,medium,M,5,5714
6296,F,Road,4,3,240,5,medium,F,5,1301
2636,F,Ship,4,3,204,3,low,M,30,3774
3567,A,Flight,4,5,222,3,low,F,5,5584
7736,F,Ship,4,2,275,5,low,F,6,1438
9693,A,Ship,6,4,292,4,medium,M,5,1793
5038,B,Ship,6,2,244,4,medium,F,1,1406
1579,D,Ship,5,4,153,6,medium,M,35,1082
3411,A,Road,3,1,134,3,low,F,7,5802
2682,F,Ship,3,4,258,3,low,F,55,2777
4388,F,Flight,5,2,165,3,medium,F,10,5598
8751,A,Road,3,1,139,3,low,F,4,4666
5511,A,Ship,6,2,305,4,low,M,8,1015
7191,A,Ship,5,2,303,4,low,F,9,1224
2841,A,Ship,4,4,149,2,medium,F,19,1665
9063,A,Ship,4,4,251,4,low,F,10,5984
3969,A,Flight,3,3,234,3,medium,F,3,4187
10719,A,Ship,5,2,246,5,low,F,4,1072
8543,C,Ship,4,5,144,8,medium,F,2,4956
3448,B,Ship,4,2,161,3,low,F,4,5947
8913,A,Flight,5,3,229,5,low,F,1,1196
2424,F,Ship,4,4,226,2,high,M,53,3154
1440,F,Ship,4,3,217,3,medium,F,16,3444
6621,A,Ship,5,5,230,3,low,F,10,5163
5796,F,Ship,4,5,142,2,medium,F,9,5425
3822,F,Road,3,4,245,4,low,M,4,5186
6287,C,Road,7,2,264,4,medium,M,6,1688
5441,C,Ship,3,1,225,2,high,M,6,5274
2322,F,Road,5,5,192,3,medium,F,37,2197
3281,C,Road,4,3,196,2,medium,F,7,4116
6144,F,Road,4,3,243,4,low,F,9,4811
4385,C,Flight,3,3,134,2,high,M,1,5646
4516,B,Road,2,4,255,7,low,F,9,5224
3829,D,Road,4,2,164,2,low,F,7,1116
6898,B,Ship,4,2,264,5,medium,F,6,1736
3933,A,Ship,5,3,219,4,medium,M,5,4096
6088,B,Ship,5,5,208,2,medium,M,8,5321
7857,A,Ship,4,5,217,3,medium,M,2,5461
3327,A,Ship,4,2,156,3,low,M,3,5923
6875,C,Ship,6,5,305,4,medium,F,9,1072
9682,B,Ship,4,3,232,5,low,F,9,1856
5783,C,Ship,6,1,251,4,low,M,2,1679
2644,B,Ship,4,4,196,3,low,F,11,3244
10233,A,Ship,3,3,262,2,low,F,10,5951
7300,B,Ship,5,4,250,4,low,M,2,4183
2595,A,Road,4,1,274,4,medium,M,61,3402
382,B,Ship,5,2,199,4,low,F,59,2885
7926,F,Road,4,1,208,2,low,F,5,5707
6735,A,Ship,4,3,201,2,low,F,10,4875
5410,B,Ship,5,5,186,4,medium,F,9,5592
7934,F,Road,4,1,272,2,low,F,8,5328
8561,C,Ship,5,4,221,6,medium,M,6,1488
7740,F,Ship,4,4,267,5,medium,F,9,1716
2118,F,Ship,3,2,135,2,medium,F,2,1150
5069,C,Flight,5,2,233,3,high,F,4,4140
3539,C,Road,4,3,137,3,medium,F,10,4820
7149,A,Ship,6,2,247,4,medium,M,8,1941
8330,F,Ship,5,1,232,5,low,M,4,1776
6646,B,Ship,6,2,168,2,low,M,3,5853
6933,A,Ship,3,1,231,3,low,M,1,5392
1710,F,Ship,3,3,152,2,low,M,32,1665
7155,A,Ship,5,4,223,5,low,M,2,1400
10579,D,Ship,4,4,160,3,low,M,1,4770
3997,D,Ship,3,3,160,2,high,M,6,5667
1364,F,Road,4,3,237,2,medium,M,22,2912
3191,C,Ship,4,3,225,5,low,M,8,4195
9500,F,Ship,2,2,156,4,high,M,9,4184
287,C,Flight,5,3,234,2,low,F,55,3308
10019,C,Ship,3,2,247,3,medium,M,8,5194
2737,D,Flight,3,3,191,4,medium,F,17,3675
10684,B,Flight,3,3,176,8,medium,M,10,4376
7496,F,Ship,4,1,239,5,low,F,8,1048
2618,F,Flight,4,2,273,2,low,F,9,3383
6652,B,Ship,4,3,123,4,medium,M,6,4166
6149,C,Road,4,5,242,2,medium,F,5,4806
3160,B,Flight,3,1,162,8,high,F,10,5429
10148,F,Flight,6,2,282,4,medium,F,9,1385
8381,C,Ship,5,2,246,3,low,F,9,5795
3785,C,Ship,4,3,247,10,high,M,10,5644
5330,F,Road,5,1,234,3,high,F,9,5548
1973,C,Ship,4,5,243,2,low,M,19,2829
2270,F,Ship,4,1,229,3,medium,F,53,3423
178,B,Ship,4,5,116,3,medium,M,54,1314
9578,F,Road,3,1,187,2,low,F,10,5064
4436,F,Ship,3,3,261,4,medium,F,7,4542
10282,B,Flight,3,2,152,3,medium,F,7,4244
8084,F,Flight,4,4,175,3,low,F,6,4600
5187,A,Road,4,5,234,3,low,M,3,5438
2589,A,Road,3,1,197,2,low,M,4,3621
8611,D,Road,5,4,228,5,low,F,9,1549
4318,B,Ship,4,5,211,4,medium,F,10,4004
10185,A,Ship,7,5,254,4,medium,F,1,1347
4295,C,Ship,3,4,253,3,high,F,8,5857
2372,F,Ship,4,5,152,3,medium,M,25,1222
8461,D,Ship,3,5,167,2,medium,F,8,5083
10718,F,Ship,4,3,225,5,low,F,10,1310
358,B,Ship,2,3,247,2,medium,F,62,3127
3494,F,Ship,3,1,166,3,medium,M,9,4410
8375,C,Ship,4,1,145,3,medium,M,8,4915
7425,A,Ship,6,2,257,4,medium,M,2,1012
9922,B,Ship,4,1,258,5,low,M,8,1306
5606,F,Road,4,4,179,3,medium,M,5,4061
5680,B,Ship,3,4,205,3,high,F,1,5407
5400,F,Ship,5,1,263,3,medium,M,6,4505
7122,F,Flight,4,5,98,4,low,M,5,5188
4519,D,Flight,4,4,244,2,medium,F,7,5543
10356,F,Ship,3,5,171,3,medium,F,7,5318
8503,D,Flight,5,1,179,2,high,M,8,5301
2733,A,Road,4,4,235,3,low,F,17,3715
5055,A,Road,3,4,186,3,high,M,1,5922
7414,B,Flight,5,4,245,5,low,F,5,1293
6832,B,Road,5,1,168,2,low,F,10,4240
6650,F,Ship,3,3,155,2,medium,F,5,5577
447,A,Ship,4,4,173,5,medium,F,51,1691
2815,D,Ship,3,3,214,2,low,M,28,3869
4852,B,Ship,3,5,206,4,medium,F,2,5829
6155,C,Road,3,5,148,3,low,F,7,5685
9636,F,Ship,7,3,256,4,medium,M,4,1628
577,D,Ship,4,1,230,3,medium,M,40,2225
10411,D,Flight,4,3,233,5,low,M,2,1079
10479,A,Ship,4,1,204,4,low,F,3,1667
2551,D,Ship,3,1,178,3,low,F,11,1481
7569,A,Ship,3,3,202,4,low,F,3,4003
5721,A,Ship,6,3,305,4,low,M,3,1276
6704,F,Road,4,2,181,3,low,M,10,4212
5411,C,Ship,4,2,149,5,medium,F,8,4209
8850,F,Ship,3,5,203,10,medium,F,1,4996
3253,D,Ship,3,2,160,3,medium,F,6,4808
5378,F,Ship,5,1,170,4,high,M,6,5258
10740,F,Ship,5,3,242,5,low,F,9,1716
10855,D,Ship,5,5,204,5,medium,F,10,4251
5254,B,Ship,6,4,275,4,low,M,10,1266
4986,F,Ship,6,1,152,2,low,F,3,1340
6829,D,Road,5,4,244,6,low,F,10,1978
3500,F,Ship,3,2,195,2,medium,M,9,5779
6843,A,Road,3,2,214,2,high,F,7,4938
9613,D,Ship,5,3,170,3,medium,F,4,4446
4777,D,Road,4,5,169,10,medium,F,6,4385
4791,A,Flight,5,1,199,10,medium,F,8,4140
8713,D,Ship,4,2,133,6,medium,F,9,4879
4179,A,Ship,3,2,150,3,low,M,1,5825
8475,A,Road,4,5,199,3,low,M,2,4462
10992,F,Ship,5,2,261,5,medium,M,9,1227
7389,A,Road,4,2,146,8,low,M,7,5245
4687,D,Ship,4,2,190,6,high,M,5,4139
4733,C,Ship,5,5,250,2,medium,M,10,5475
5594,F,Road,3,2,180,2,high,M,10,4024
6955,D,Ship,3,2,245,2,low,F,7,4692
3531,A,Ship,4,2,137,3,low,F,6,5271
10838,F,Flight,3,4,212,2,low,M,7,4742
10935,A,Road,5,4,275,5,low,M,4,1522
2543,C,Ship,2,5,190,8,medium,M,11,2976
9531,A,Ship,4,2,144,5,low,F,3,5807
10822,B,Flight,3,1,102,3,medium,M,9,4459
5537,C,Ship,6,2,245,4,low,F,8,1904
606,F,Ship,4,4,166,5,low,F,54,1203
1315,D,Ship,5,3,190,3,low,M,52,2611
10951,D,Road,4,3,228,5,medium,M,8,1753
8306,F,Ship,5,4,254,6,low,M,4,1850
6254,F,Ship,4,1,208,3,low,M,4,4530
9988,B,Road,3,5,244,5,medium,F,10,4163
6310,B,Flight,5,5,251,6,medium,M,4,1077
7092,F,Ship,4,3,169,6,medium,F,2,5607
3208,B,Ship,6,4,227,5,medium,F,8,4388
1848,F,Ship,5,1,269,3,medium,F,2,2136
6929,C,Ship,6,4,286,4,low,F,8,1690
1101,A,Flight,5,2,260,2,medium,M,23,3962
7469,C,Ship,6,1,286,4,medium,M,1,1636
938,F,Road,4,5,143,2,medium,F,20,1360
10681,D,Road,5,3,132,3,low,M,7,4462
4268,F,Ship,4,1,169,4,low,F,10,4245
532,B,Road,2,4,179,2,low,F,19,1900
10,B,Flight,3,2,164,3,medium,F,29,1187
2976,F,Ship,4,1,220,3,high,M,2,3886
13,D,Flight,3,5,198,3,medium,F,1,3667
7160,F,Ship,3,4,177,4,medium,F,3,1148
1722,F,Ship,3,2,270,3,medium,M,31,2377
3436,B,Flight,3,4,217,2,medium,F,9,5450
6253,D,Ship,5,2,241,2,medium,M,6,4741
8624,F,Road,5,1,239,5,low,F,6,1815
4180,B,Ship,4,1,155,3,low,F,4,5666
1640,F,Flight,3,1,233,3,medium,M,1,2744
1411,D,Ship,3,4,110,3,low,F,55,1281
1790,F,Flight,5,2,231,4,medium,M,41,2992
4347,A,Ship,4,4,280,5,low,F,3,5034
1215,A,Road,3,3,270,4,low,F,18,2397
8822,F,Ship,6,1,260,4,low,F,6,1766
1517,C,Flight,3,5,182,3,medium,M,34,3595
5908,B,Flight,4,3,96,4,medium,M,1,4984
1338,F,Ship,3,4,165,4,medium,F,7,1627
4549,D,Ship,6,5,290,4,medium,F,3,1463
2018,F,Ship,3,1,231,2,low,F,12,2123
7231,D,Ship,4,3,171,2,medium,M,10,5211
422,F,Flight,4,2,251,2,medium,M,24,2405
4110,F,Flight,4,1,223,3,medium,F,4,4972
5079,A,Flight,4,3,181,3,medium,M,10,4541
5409,A,Ship,3,1,267,3,low,M,5,5528
7761,A,Ship,5,1,276,5,low,F,6,1793
9462,F,Flight,6,3,271,4,low,F,6,1934
3109,D,Ship,4,3,190,4,medium,M,12,3115
3472,B,Ship,3,4,259,2,medium,F,3,4154
8137,D,Ship,4,3,177,3,low,M,1,5282
6716,F,Flight,6,4,221,5,medium,M,8,4511
6553,D,Road,5,4,254,5,medium,M,7,1545
813,A,Road,4,5,191,3,low,F,19,2392
1386,F,Flight,3,5,166,2,low,M,45,1665
8339,C,Road,4,4,229,5,low,M,9,1361
9458,F,Flight,4,4,260,5,low,F,5,1178
10388,F,Road,5,1,217,2,low,F,9,4345
4163,C,Ship,5,5,265,3,low,M,6,4423
1214,F,Road,4,3,256,3,low,F,15,3155
4739,C,Ship,3,5,244,2,medium,F,10,4064
2850,F,Ship,2,2,177,5,low,M,36,1249
7477,D,Ship,7,3,251,5,low,F,8,1616
2280,F,Ship,6,1,224,3,medium,M,64,2705
4154,F,Ship,3,4,134,3,low,F,9,4436
1868,F,Ship,4,3,163,3,low,M,52,1891
3530,F,Ship,3,5,197,3,low,M,3,5658
3122,F,Ship,4,1,182,3,medium,F,49,3198
6452,F,Flight,3,3,251,3,medium,M,2,5972
10307,C,Ship,4,2,174,3,low,M,4,5625
2768,F,Ship,3,1,121,5,low,M,62,1505
2977,D,Ship,3,4,231,3,medium,M,39,3792
1025,C,Ship,3,2,221,3,low,F,21,3686
9594,F,Flight,5,4,205,3,low,F,3,4157
9505,D,Ship,4,4,251,3,medium,F,9,5350
8386,B,Ship,4,5,231,3,low,F,4,5174
10667,C,Road,4,5,262,6,medium,M,1,1249
8382,F,Ship,4,3,142,3,medium,M,1,4900
2800,B,Ship,4,3,223,4,low,F,25,3148
1109,C,Flight,4,4,232,3,medium,F,61,2484
10781,C,Ship,4,4,234,5,low,M,7,1871
8580,F,Ship,5,1,181,3,low,F,3,5118
9346,B,Ship,4,1,157,2,medium,F,7,4690
10830,F,Flight,4,4,199,4,high,M,1,4163
10692,F,Flight,3,4,223,10,low,F,9,4337
6539,C,Ship,6,3,251,4,low,M,1,1230
8124,F,Ship,3,5,152,4,medium,M,2,4809
7937,C,Road,4,3,153,4,low,M,4,5161
2587,D,Road,4,4,196,2,low,F,6,2718
6857,C,Flight,3,5,151,6,low,M,8,4692
5942,F,Ship,4,2,244,3,high,M,1,5559
10363,D,Ship,3,3,217,3,low,F,6,4887
3149,C,Flight,3,3,207,3,high,M,1,5632
2232,F,Ship,4,3,218,3,high,F,57,3311
4556,F,Ship,7,2,308,4,low,F,7,1176
2004,F,Ship,6,5,210,5,high,M,37,3236
10806,F,Road,5,5,269,5,medium,F,3,1120
3425,C,Flight,3,4,148,2,low,F,5,4693
8612,F,Road,4,5,234,5,low,F,1,1991
9926,F,Ship,6,3,247,4,medium,M,7,1626
1250,F,Flight,4,1,247,3,low,F,9,2414
2013,A,Ship,3,4,195,3,medium,M,23,3499
1280,F,Ship,3,2,213,2,medium,F,54,2809
5110,B,Ship,5,3,163,6,low,M,6,4349
2413,D,Ship,3,2,254,2,medium,F,2,3239
6689,C,Road,3,1,236,6,medium,F,10,4858
10327,D,Ship,4,1,238,3,low,F,10,4172
9956,F,Ship,4,3,264,5,low,F,2,1541
2404,B,Ship,3,2,199,4,low,F,47,2208
9069,A,Ship,5,5,231,2,medium,F,6,5862
1162,B,Ship,5,2,167,8,low,M,28,1921
2766,F,Ship,5,5,226,3,low,M,50,2348
7254,F,Road,3,4,168,3,medium,M,5,5183
6990,F,Flight,3,1,187,2,low,F,8,4292
8010,F,Ship,6,4,268,4,medium,F,3,1586
5032,B,Ship,6,4,294,4,medium,M,6,1112
8153,C,Ship,4,5,254,3,medium,F,3,4404
660,F,Road,5,3,138,2,low,M,13,1056
1023,A,Ship,3,4,260,3,low,F,21,2003
2319,A,Road,5,2,187,2,medium,F,29,2863
3283,D,Road,3,4,175,3,low,F,3,4449
6184,B,Ship,5,3,182,2,low,M,4,5579
6278,F,Road,7,5,296,4,low,M,8,1686
2860,B,Road,4,3,137,3,medium,M,46,1299
3368,F,Ship,4,1,178,8,medium,F,6,4872
9757,D,Ship,5,1,135,3,low,F,10,5301
1026,F,Ship,5,4,191,4,medium,M,63,2039
2469,A,Flight,4,2,148,3,medium,M,2,1805
6979,D,Road,4,2,269,2,medium,F,2,4013
7772,F,Ship,3,3,167,4,medium,M,1,5301
7259,C,Flight,3,5,252,2,low,M,2,4888
5577,A,Ship,3,1,144,3,low,F,8,5221
10310,F,Ship,6,1,208,5,low,M,6,4537
3738,F,Ship,4,4,159,3,medium,M,3,5545
8712,F,Ship,4,5,223,3,low,M,9,5649
3090,F,Ship,4,5,219,3,medium,M,27,3684
198,F,Ship,2,3,136,3,low,F,19,1568
9973,D,Ship,3,1,167,2,low,F,8,4171
4611,A,Ship,3,3,152,3,low,M,6,5749
2259,A,Ship,3,2,256,4,low,F,18,2699
6931,D,Ship,5,2,258,5,low,F,2,1232
10971,A,Flight,4,4,216,6,low,M,5,1272
7983,A,Ship,4,4,153,4,low,M,5,5162
8974,B,Ship,5,1,160,4,medium,M,5,5841
8649,A,Ship,5,5,272,4,medium,M,10,1383
1664,F,Ship,5,5,224,8,low,F,48,2627
10577,C,Ship,3,5,196,3,low,F,5,4891
3275,C,Road,3,5,237,3,low,M,4,5561
3244,B,Ship,4,2,232,3,medium,M,8,4658
7085,C,Ship,4,1,168,2,medium,F,1,5698
1533,A,Ship,3,5,166,3,high,F,31,1117
9707,C,Road,6,3,310,4,low,F,2,1189
1011,A,Ship,2,5,228,2,low,F,49,3024
1232,F,Flight,4,2,272,2,low,M,57,2377
4310,F,Ship,3,5,142,2,low,F,8,4914
8542,B,Ship,4,4,224,10,medium,F,9,4149
9584,F,Road,3,2,145,2,low,M,3,4409
10018,B,Flight,5,4,235,3,medium,F,8,4636
9823,D,Ship,3,3,149,4,low,F,2,5282
7309,D,Ship,4,4,161,2,medium,F,8,4348
3330,F,Ship,4,5,168,2,high,M,2,5776
2038,B,Road,4,1,280,3,medium,M,2,3366
1063,D,Ship,4,2,272,4,low,M,62,2307
8501,C,Flight,3,1,157,2,medium,M,7,5560
5327,C,Road,6,1,250,3,low,M,5,5621
153,A,Flight,3,4,97,4,low,M,32,1238
3650,F,Ship,5,4,266,6,low,F,5,5481
4067,C,Ship,3,5,150,2,medium,M,10,5944
10712,F,Ship,4,3,263,6,medium,M,10,1345
9388,B,Ship,3,2,177,3,low,F,9,5427
3230,F,Ship,4,1,133,2,medium,M,8,4277
6973,D,Road,3,4,150,3,low,F,5,4950
2386,B,Ship,4,3,135,2,medium,F,53,1073
3193,D,Ship,4,5,273,3,medium,M,2,4374
2481,A,Flight,5,5,209,3,low,M,49,3893
2035,D,Road,3,5,243,2,medium,M,42,3421
5815,D,Ship,5,2,287,3,medium,F,3,4903
5996,F,Ship,6,1,250,4,low,M,4,1018
10500,F,Ship,3,4,239,2,low,F,10,5674
4210,B,Ship,5,4,252,3,medium,M,6,5221
10779,A,Ship,4,5,243,5,low,M,7,1243
5057,C,Road,3,3,157,4,medium,F,2,5684
7990,B,Ship,4,1,173,4,low,F,1,5789
610,B,Ship,4,4,158,3,medium,M,11,1224
3239,C,Ship,4,3,250,3,medium,F,3,5055
2762,F,Ship,3,1,193,2,medium,F,23,2728
597,A,Ship,4,3,230,3,low,F,62,2236
2293,D,Ship,3,5,268,4,high,M,5,3446
1463,C,Ship,5,1,248,3,low,M,37,3830
2108,F,Ship,5,5,106,5,low,F,46,1275
5366,F,Ship,3,4,213,3,high,F,4,5996
9950,F,Ship,6,3,259,4,high,F,7,1208
3061,D,Ship,2,4,153,2,medium,F,57,1264
1689,A,Ship,5,4,221,2,low,F,59,3444
7311,A,Ship,4,4,218,4,medium,F,10,4967
2683,D,Ship,4,4,279,5,medium,F,56,2697
10910,F,Ship,4,2,229,4,low,M,8,5385
846,F,Ship,5,2,145,5,medium,F,22,1818
8816,F,Ship,4,4,268,3,low,F,9,4118
4492,B,Ship,5,1,174,3,low,M,10,4008
4710,F,Ship,5,2,167,4,low,M,10,4325
8890,B,Road,6,4,298,4,medium,F,8,1437
8759,C,Road,4,4,141,3,low,M,10,4289
2373,A,Ship,2,3,129,3,low,M,50,1111
625,D,Ship,4,3,265,3,low,F,65,3578
2324,F,Road,3,4,164,3,low,M,5,1408
2978,F,Ship,3,4,212,8,low,F,34,2750
10989,A,Ship,4,3,192,4,low,F,2,1830
5155,D,Ship,2,4,193,4,low,M,7,5552
602,F,Ship,3,4,145,3,medium,M,44,1218
6508,B,Ship,6,4,309,4,low,M,9,1771
1455,A,Ship,3,5,230,2,low,M,27,3840
3510,F,Ship,2,3,192,3,medium,F,8,5787
2831,C,Ship,4,5,198,3,medium,M,33,2129
2746,B,Flight,2,4,159,3,medium,M,47,1547
1758,F,Road,4,3,217,3,low,M,51,3144
3659,C,Ship,3,2,243,3,medium,F,8,4093
2557,D,Ship,3,3,175,3,medium,F,32,1848
5019,A,Ship,7,1,306,4,medium,M,5,1467
6987,A,Flight,3,2,223,4,medium,M,3,5374
2856,F,Road,4,1,182,6,low,M,41,2047
4701,A,Ship,3,1,201,3,low,F,3,4556
1035,A,Ship,3,3,208,3,medium,M,61,3783
10066,B,Ship,4,4,196,4,low,F,10,4871
9909,A,Ship,4,5,258,5,medium,M,2,1481
2598,F,Road,3,2,231,3,low,F,56,2714
413,C,Flight,4,3,142,4,medium,M,12,1396
9711,A,Road,7,1,264,4,medium,F,2,1540
3907,D,Ship,4,4,272,5,low,F,3,5243
9453,A,Flight,4,4,275,5,medium,M,7,1562
1480,B,Ship,3,5,225,3,medium,M,8,3813
5884,B,Road,3,2,157,2,low,F,7,5228
9247,D,Ship,4,5,209,3,medium,F,4,4809
8424,F,Ship,3,5,228,2,medium,F,3,5208
9263,C,Ship,3,3,160,3,low,M,1,4769
4559,C,Ship,5,1,252,4,medium,M,4,1837
9840,F,Road,4,4,224,2,low,F,3,4817
3329,C,Ship,5,5,219,2,medium,M,4,4289
10772,F,Ship,4,1,250,6,medium,F,7,1292
612,F,Ship,4,2,147,2,medium,F,20,1387
5881,D,Road,3,5,134,3,low,F,10,4693
6037,D,Flight,6,3,262,5,low,M,9,1053
8413,D,Ship,4,4,273,2,low,M,1,5759
10749,A,Ship,5,4,229,5,low,M,9,1069
4859,C,Ship,5,4,193,4,high,F,4,5757
1861,D,Ship,4,4,226,7,low,M,9,2182
4991,C,Ship,2,3,198,2,medium,F,6,1996
2475,A,Flight,3,4,212,3,medium,F,13,2307
8368,B,Flight,4,3,240,3,low,F,8,4423
5086,B,Flight,4,3,138,3,low,F,2,5593
1547,C,Ship,3,3,205,2,low,F,15,3231
5999,C,Ship,6,2,266,4,low,F,9,1220
3490,B,Ship,3,1,244,4,medium,M,6,4734
240,F,Ship,2,3,158,3,low,M,10,1515
9495,A,Ship,4,5,199,4,medium,M,1,5585
4322,F,Ship,3,3,253,3,high,M,1,4263
4600,B,Ship,5,3,223,2,medium,F,9,5735
10578,F,Ship,6,3,251,4,low,M,10,4889
10224,F,Ship,5,3,242,5,low,F,6,1681
4923,A,Road,3,1,209,2,high,F,1,5779
7246,B,Road,3,5,205,4,low,M,2,5294
10480,B,Ship,4,1,276,5,low,F,2,1246
3378,F,Ship,4,4,190,3,low,M,2,4800
10857,A,Ship,6,5,206,2,low,F,6,5646
5992,B,Ship,2,1,241,3,medium,F,5,5697
10960,B,Flight,4,2,227,10,low,F,10,4619
8104,B,Ship,3,2,161,3,medium,F,1,5757
643,D,Ship,4,1,240,2,low,M,14,2437
8872,B,Ship,5,5,245,5,low,M,10,1289
7431,A,Ship,3,5,201,2,medium,M,2,4440
8508,F,Flight,3,4,196,4,low,M,5,4749
1259,C,Ship,4,4,266,2,low,F,15,3425
10901,C,Ship,5,5,196,4,medium,M,8,4604
6390,F,Ship,4,2,197,2,low,F,1,4977
439,D,Ship,3,5,241,3,medium,M,48,2841
999,A,Ship,3,3,141,2,medium,F,48,1758
3064,B,Ship,5,1,140,4,medium,M,48,1322
3713,C,Flight,5,5,105,5,low,F,10,5418
5887,D,Flight,3,3,262,5,medium,F,1,5043
9025,D,Road,4,2,253,5,low,F,3,4676
1997,C,Ship,5,1,187,2,low,F,17,3513
6703,D,Road,6,4,116,3,low,M,6,4649
9959,C,Ship,5,2,250,6,low,M,1,1296
2300,F,Ship,4,1,229,3,medium,F,20,2891
10964,F,Flight,4,5,220,10,medium,M,8,4100
4406,F,Ship,3,2,237,3,medium,F,10,5851
8453,C,Ship,3,1,268,4,low,M,10,5226
2717,C,Road,4,3,146,3,low,M,41,1140
8825,C,Ship,5,2,254,6,low,M,5,1885
3182,F,Ship,3,5,149,3,low,F,9,5412
4504,B,Road,3,5,174,6,medium,F,7,4608
9291,A,Road,3,2,179,3,medium,M,9,5224
1657,D,Flight,3,5,156,6,low,M,65,1308
5295,A,Ship,5,3,229,2,medium,M,10,5149
7188,F,Ship,5,3,256,5,medium,M,5,1080
7820,F,Flight,5,4,266,6,medium,F,7,4486
5897,C,Flight,4,2,252,3,low,F,1,4176
4892,F,Ship,3,4,197,2,low,F,3,4865
6727,D,Flight,4,1,265,2,low,F,10,5418
1615,D,Ship,5,2,111,5,medium,M,3,1711
2344,B,Flight,4,2,167,2,low,F,5,1169
4149,A,Ship,2,3,141,4,medium,M,8,4702
10969,D,Flight,4,4,257,5,medium,F,4,1668
987,A,Ship,5,4,257,2,low,M,55,2257
6950,F,Ship,3,4,187,3,low,F,9,4725
1286,F,Ship,5,2,196,3,low,M,38,2211
6579,A,Flight,2,1,164,5,low,F,8,1886
5417,C,Ship,3,1,202,3,medium,F,9,4322
559,D,Flight,4,2,164,3,medium,M,15,1489
8846,F,Ship,3,5,176,2,medium,F,8,5597
1373,C,Flight,4,5,150,2,low,F,30,1782
7804,B,Road,4,1,260,3,low,M,9,4239
975,A,Flight,5,3,96,4,medium,F,12,1655
10345,D,Ship,4,3,180,2,medium,M,7,5546
3450,F,Ship,4,1,163,4,medium,M,2,5432
1038,F,Ship,3,1,156,3,medium,M,49,1253
6751,D,Ship,2,4,156,3,medium,F,8,5668
3989,C,Flight,3,1,155,3,medium,F,6,5113
3459,A,Ship,4,1,170,2,medium,F,5,5182
5561,C,Ship,3,1,249,2,low,F,2,5572
10917,A,Ship,5,1,224,5,low,M,1,1600
7796,F,Road,3,1,160,2,low,F,10,5642
8732,F,Ship,5,2,238,2,low,M,5,5703
8161,D,Ship,4,3,209,5,medium,M,6,4384
5703,A,Ship,4,4,188,3,low,M,6,4174
4165,D,Ship,5,4,157,4,low,M,9,4840
8181,A,Ship,3,1,189,2,low,F,5,4738
10605,A,Ship,4,2,238,3,low,F,3,5265
2750,F,Flight,3,3,192,7,high,F,25,2152
7180,B,Ship,5,5,263,4,low,F,9,1551
5361,A,Ship,3,3,223,3,medium,F,4,5062
3261,A,Ship,4,5,273,3,low,F,1,5043
7018,B,Ship,2,5,264,5,medium,F,1,4426
2150,F,Ship,6,1,142,5,low,F,30,1464
2368,B,Ship,4,5,185,2,low,F,47,3974
743,C,Ship,3,5,180,4,medium,F,59,1481
9016,B,Road,4,3,141,2,low,F,8,4331
1010,F,Ship,4,4,142,4,low,F,8,1777
919,D,Ship,3,4,188,3,high,M,11,3072
703,D,Ship,3,4,265,8,low,F,35,3299
6234,F,Ship,3,4,236,3,medium,F,5,5466
1611,A,Ship,5,4,259,3,low,F,38,3720
10813,D,Road,3,3,139,3,low,F,7,5199
5568,F,Ship,4,2,245,2,low,M,3,4000
2396,F,Ship,3,3,179,3,medium,F,12,1125
1521,A,Flight,3,3,205,2,medium,F,2,2910
5349,A,Flight,4,1,263,4,low,M,9,4390
2724,F,Road,4,2,204,4,low,F,35,2725
9689,C,Ship,6,3,267,4,medium,M,1,1942
3596,F,Ship,4,2,233,2,low,F,5,4668
2130,F,Ship,4,4,165,5,low,M,21,1727
1113,A,Flight,5,1,222,3,high,M,21,2351
4547,C,Ship,7,1,291,4,low,F,9,1880
694,B,Flight,3,3,207,7,medium,M,19,2182
3382,B,Ship,3,2,211,6,low,F,2,4417
6895,D,Ship,6,5,308,4,low,M,2,1125
9889,D,Ship,7,2,255,4,medium,F,10,1372
9617,C,Ship,4,1,272,2,low,M,1,5666
5631,A,Flight,5,5,175,6,medium,F,2,4995
3213,A,Ship,4,5,243,3,low,F,2,4909
1012,B,Ship,4,5,262,4,low,M,16,2871
8550,F,Ship,6,5,278,4,low,M,2,1167
3485,C,Ship,4,4,223,4,low,M,1,4219
1960,B,Ship,4,5,268,3,low,F,64,2386
4929,A,Flight,2,5,271,3,low,M,4,5775
10094,F,Ship,3,1,173,2,medium,F,1,5927
4495,D,Road,4,5,244,2,medium,F,7,5325
2321,C,Road,4,1,273,4,low,F,54,2611
428,F,Flight,5,4,197,4,low,F,40,3303
1538,F,Ship,4,5,171,3,medium,F,2,1114
3985,D,Flight,5,1,160,5,low,F,1,4672
2891,C,Flight,4,5,187,5,medium,M,16,3781
8878,B,Ship,6,5,269,4,medium,F,7,1249
8217,A,Flight,6,5,143,5,high,M,9,4060
3028,B,Flight,3,1,107,3,high,F,13,1861
3745,D,Ship,6,4,256,4,high,M,2,5021
6168,F,Flight,4,3,181,3,low,F,5,5398
10766,F,Ship,5,1,274,5,low,F,2,1558
7203,A,Ship,5,5,246,5,low,F,6,1911
