airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
GO_FIRST,G8-395,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,20,2201
Air_India,AI-430,Chennai,Morning,one,Morning,Bangalore,Business,23.0,5,60260
Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,12.58,27,4802
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Business,14.25,42,60232
Vistara,UK-849,Mumbai,Evening,one,Night,Delhi,Economy,6.25,18,6122
Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Business,21.08,41,59021
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Economy,10.42,4,13200
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Delhi,Economy,9.25,3,7353
Air_India,AI-9518,Hyderabad,Night,one,Morning,Delhi,Economy,12.17,40,6128
Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Business,22.17,26,60508
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,36,7212
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.0,15,11383
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,6,50409
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,10.0,23,81284
Air_India,AI-748,Bangalore,Late_Night,one,Night,Delhi,Economy,20.33,13,10744
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Business,22.17,25,56588
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.42,35,6450
GO_FIRST,G8-395,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,5,6909
Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,13,5635
Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,40,8117
Air_India,AI-545,Chennai,Evening,one,Early_Morning,Mumbai,Business,12.0,47,32170
AirAsia,I5-767,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.42,34,2074
Air_India,AI-541,Hyderabad,Evening,one,Night,Kolkata,Economy,6.08,8,11698
Air_India,AI-770,Kolkata,Night,one,Evening,Chennai,Economy,22.5,31,4969
Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3.0,15,7488
Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,35,54777
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.67,3,12557
GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.17,36,6985
Air_India,AI-402,Kolkata,Morning,two_or_more,Evening,Hyderabad,Economy,31.17,4,12605
Vistara,UK-851,Mumbai,Early_Morning,two_or_more,Morning,Chennai,Economy,26.92,2,17208
Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Business,15.58,29,42521
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Economy,13.83,28,4357
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,15.42,27,4724
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Business,13.0,14,55377
GO_FIRST,G8-422,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,20,2098
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Economy,20.58,19,5760
Vistara,UK-813,Delhi,Evening,two_or_more,Morning,Chennai,Economy,15.25,21,8719
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.42,41,61404
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,38,49553
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Business,8.33,46,56588
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,39,50297
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.25,49,3988
Indigo,6E-7204,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,9,8171
Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.58,32,2150
Air_India,AI-808,Bangalore,Night,one,Morning,Chennai,Economy,11.92,1,17569
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Business,20.17,39,53209
GO_FIRST,G8-2403,Delhi,Morning,one,Night,Mumbai,Economy,12.75,49,5958
Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Business,14.33,46,38099
Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Economy,26.58,29,4209
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,22.67,23,69997
SpiceJet,SG-8264,Kolkata,Night,one,Night,Mumbai,Economy,24.17,16,5339
GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.17,49,3710
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,13.58,8,56702
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Business,6.17,26,62045
GO_FIRST,G8-241,Bangalore,Evening,one,Late_Night,Chennai,Economy,8.0,22,3336
Vistara,UK-890,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.5,8,10069
Indigo,6E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,42,2738
Indigo,6E-156,Chennai,Night,one,Early_Morning,Mumbai,Economy,8.67,45,1830
GO_FIRST,G8-2504,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,10.75,46,4402
Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,35,2903
GO_FIRST,G8-397,Mumbai,Evening,one,Night,Kolkata,Economy,5.33,45,5211
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,20.5,14,51875
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,34,69713
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Business,14.92,12,76736
Vistara,UK-958,Mumbai,Afternoon,one,Night,Hyderabad,Business,10.5,32,53757
Indigo,6E-6017,Bangalore,Evening,zero,Evening,Chennai,Economy,1.0,30,1924
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Business,23.25,25,37985
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Business,13.33,36,45257
Vistara,UK-950,Mumbai,Night,one,Morning,Chennai,Business,12.0,31,61933
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,46,60508
Indigo,6E-552,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,46,2098
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Chennai,Business,16.92,45,51595
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Economy,6.25,22,10374
Air_India,AI-469,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,2,9840
Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.83,32,4768
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Business,22.33,24,48851
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,12.5,19,4436
Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.17,25,6489
Air_India,AI-9720,Kolkata,Early_Morning,one,Night,Delhi,Economy,16.17,41,4347
SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,15,4756
Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,6.0,25,6568
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Afternoon,Mumbai,Economy,18.67,21,7496
GO_FIRST,G8-801,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.75,31,4354
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Business,26.75,23,41101
Air_India,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Business,13.67,33,52522
AirAsia,I5-2991,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.75,29,3862
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,21,4019
Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,Business,24.08,42,52063
Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,37,13978
Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Economy,14.0,38,4249
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,40,3108
Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,9.75,24,7490
GO_FIRST,G8-102,Kolkata,Afternoon,one,Early_Morning,Mumbai,Economy,13.92,30,5888
AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Delhi,Economy,5.0,20,2723
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,2,14074
Indigo,6E-847,Chennai,Evening,zero,Evening,Bangalore,Economy,1.08,40,1443
Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,2,56931
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,10.25,41,45883
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,24,5040
Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,21,41064
Air_India,AI-624,Delhi,Evening,one,Morning,Chennai,Business,15.92,6,45257
Air_India,AI-9517,Bangalore,Evening,one,Evening,Delhi,Economy,23.67,20,3685
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,8.75,13,53835
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Economy,6.25,47,6067
Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.33,32,2339
Air_India,AI-623,Mumbai,Night,one,Night,Bangalore,Economy,25.0,45,3633
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,21,16602
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,9.0,28,3712
Indigo,6E-519,Mumbai,Afternoon,one,Evening,Kolkata,Economy,7.5,12,9723
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Business,12.25,18,60396
GO_FIRST,G8-790,Bangalore,Afternoon,one,Night,Hyderabad,Economy,8.17,38,5185
SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.0,5,5881
Indigo,6E-926,Delhi,Evening,one,Late_Night,Kolkata,Economy,5.67,21,5955
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Business,12.67,20,63725
Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Business,9.83,16,69885
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,9.92,23,5098
GO_FIRST,G8-812,Bangalore,Night,one,Morning,Mumbai,Economy,11.58,46,4611
Vistara,UK-771,Mumbai,Early_Morning,zero,Morning,Kolkata,Business,2.67,36,31436
GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.08,11,5942
GO_FIRST,G8-519,Kolkata,Evening,one,Morning,Delhi,Economy,14.67,20,6324
Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.58,32,45693
Indigo,6E-605,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.33,38,2651
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Economy,20.33,33,6461
Indigo,6E-6137,Chennai,Morning,one,Evening,Delhi,Economy,7.75,39,4671
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Business,6.67,27,80511
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.42,6,12150
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,8.25,18,54684
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,13,62045
AirAsia,I5-747,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,46,4499
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Business,16.0,6,59021
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,11.25,38,5441
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,7.58,20,2737
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,9,45257
Air_India,AI-770,Kolkata,Night,one,Morning,Chennai,Business,12.42,39,55983
GO_FIRST,G8-283,Bangalore,Early_Morning,two_or_more,Night,Mumbai,Economy,17.0,22,8944
Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Business,21.0,35,54684
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.67,18,4783
Vistara,UK-944,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,5.25,33,4414
Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Bangalore,Economy,22.42,38,8321
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.0,8,4453
GO_FIRST,G8-7561,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.5,41,4499
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.0,43,60508
Air_India,AI-865,Delhi,Morning,one,Early_Morning,Chennai,Economy,20.67,37,3988
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.25,34,5888
Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Economy,5.33,35,5099
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.42,27,6728
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,43,49553
Vistara,UK-659,Hyderabad,Morning,one,Evening,Delhi,Economy,5.5,6,10648
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,19,5322
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,13.92,9,62448
SpiceJet,SG-8264,Kolkata,Night,one,Morning,Mumbai,Economy,11.67,21,5339
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,Business,12.75,19,52175
GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.75,46,6512
Air_India,AI-687,Mumbai,Afternoon,one,Late_Night,Bangalore,Business,8.17,35,54608
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.58,39,8112
Indigo,6E-514,Hyderabad,Afternoon,one,Night,Kolkata,Economy,8.42,10,5293
AirAsia,I5-1321,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.67,18,2723
AirAsia,I5-722,Bangalore,Late_Night,zero,Late_Night,Delhi,Economy,2.92,26,4498
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,8.33,20,8816
Vistara,UK-866,Bangalore,Night,one,Evening,Delhi,Business,22.08,37,50361
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.08,28,53937
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,19.92,24,4401
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Economy,13.33,36,8527
Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,8.33,5,73969
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Chennai,Business,13.67,11,39682
Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Economy,15.67,4,14524
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.25,44,3988
Indigo,6E-2343,Delhi,Late_Night,one,Morning,Bangalore,Economy,6.67,40,4007
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,21.17,41,4363
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Business,18.75,18,56588
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,30,7196
GO_FIRST,G8-173,Delhi,Morning,one,Evening,Bangalore,Economy,10.25,48,4205
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,15.08,39,64285
SpiceJet,SG-8152,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,24.75,45,5818
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Economy,17.5,33,6502
Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,17,3001
Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,17,8102
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Economy,14.08,6,11069
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,32,2336
Vistara,UK-822,Chennai,Morning,one,Late_Night,Delhi,Business,15.17,28,45600
Indigo,6E-6113,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,13,7877
Vistara,UK-879,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,32,3357
Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Economy,24.33,33,6287
Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Economy,26.25,8,11675
Air_India,AI-469,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.83,9,9538
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,11.5,27,67137
GO_FIRST,G8-119,Delhi,Evening,one,Late_Night,Hyderabad,Economy,5.42,18,5657
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,10.42,17,4111
AirAsia,I5-1531,Chennai,Night,zero,Night,Bangalore,Economy,1.5,25,1548
Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,26.25,1,11205
Indigo,6E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,28,5955
Air_India,AI-672,Chennai,Evening,one,Afternoon,Delhi,Economy,20.17,30,4179
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,15,11205
Vistara,UK-841,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.58,40,6691
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,12.58,10,58223
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.92,42,6067
Air_India,AI-631,Mumbai,Evening,two_or_more,Evening,Hyderabad,Economy,24.0,18,6592
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,17.42,15,11025
Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Economy,12.92,34,8112
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,26,6292
GO_FIRST,G8-2605,Mumbai,Evening,one,Morning,Kolkata,Economy,16.67,39,5667
Air_India,AI-770,Kolkata,Night,zero,Night,Delhi,Business,2.25,46,28510
Indigo,6E-369,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,14,6221
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,12.58,37,6067
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,12.17,17,5606
Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Business,5.75,11,62448
Indigo,6E-2083,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,32,3457
Air_India,AI-573,Bangalore,Afternoon,one,Night,Delhi,Economy,8.08,6,12455
Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,6,10680
Indigo,6E-379,Kolkata,Early_Morning,one,Morning,Chennai,Economy,5.0,29,5280
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Bangalore,Business,11.92,7,60260
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,23,5888
AirAsia,I5-1529,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,10,7894
GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Delhi,Economy,7.5,13,6132
Indigo,6E-588,Chennai,Evening,one,Night,Hyderabad,Economy,4.42,44,1105
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,15.5,4,60978
Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,15,3855
Vistara,UK-954,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.75,18,5949
Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Business,11.33,11,53164
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,29,7084
Vistara,UK-818,Bangalore,Evening,one,Morning,Chennai,Economy,14.25,12,12454
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,10.0,12,11448
Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Economy,22.67,20,6195
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.42,31,7170
GO_FIRST,G8-509,Hyderabad,Early_Morning,one,Morning,Delhi,Economy,4.92,24,5720
Air_India,AI-660,Mumbai,Evening,one,Night,Bangalore,Economy,26.08,14,10703
Indigo,6E-5308,Mumbai,Afternoon,zero,Evening,Chennai,Economy,1.92,40,3000
Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,44,2410
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.08,9,70588
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Business,22.25,25,65529
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,15,49725
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Business,14.83,27,56588
Air_India,AI-864,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,7.5,23,49725
Air_India,AI-732,Kolkata,Afternoon,one,Morning,Bangalore,Business,22.17,36,52287
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6.0,44,7116
AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Mumbai,Economy,10.0,31,2203
AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,13.0,26,4589
GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Delhi,Economy,6.58,28,4028
Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23.0,34,51345
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.25,35,44787
GO_FIRST,G8-7560,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.33,11,11109
Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Economy,8.42,44,6015
AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,11,5953
Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Economy,25.17,34,5502
Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Business,21.83,41,36577
AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.75,31,3393
Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,Economy,10.33,17,6159
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,23,7683
Indigo,6E-7288,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,20,5882
Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,39,7135
Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,22,4893
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.75,30,4755
Indigo,6E-134,Kolkata,Night,one,Early_Morning,Hyderabad,Economy,7.75,34,3401
Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Business,12.5,46,85249
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Business,23.58,24,60978
Indigo,6E-895,Kolkata,Evening,one,Late_Night,Delhi,Economy,6.58,23,4663
Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,29,42457
Indigo,6E-938,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.33,45,3397
Vistara,UK-830,Hyderabad,Morning,one,Morning,Chennai,Business,23.58,15,51707
Vistara,UK-986,Mumbai,Night,one,Evening,Hyderabad,Business,18.25,16,45805
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,14,64113
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,6.67,2,70714
Air_India,AI-538,Chennai,Night,one,Afternoon,Kolkata,Economy,18.17,16,6989
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,9.67,16,53947
Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Chennai,Economy,25.92,44,5390
Air_India,AI-809,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17,17,5292
Vistara,UK-954,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.58,33,3971
AirAsia,I5-547,Kolkata,Evening,zero,Night,Delhi,Economy,2.67,21,3999
Vistara,UK-738,Kolkata,Evening,one,Evening,Hyderabad,Business,25.17,13,58750
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.83,24,5441
GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.25,18,6084
Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.0,6,9879
Indigo,6E-2005,Delhi,Morning,one,Afternoon,Chennai,Economy,5.42,30,2916
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,13.17,21,60160
Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Economy,18.75,6,17174
AirAsia,I5-582,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,13.17,41,3727
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,9.5,23,4784
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.83,22,5797
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Chennai,Economy,12.0,28,4417
SpiceJet,SG-612,Chennai,Night,one,Morning,Delhi,Economy,11.75,15,7352
Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,1,32119
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,22.67,7,11129
Air_India,AI-698,Hyderabad,Night,one,Morning,Chennai,Business,12.67,16,40843
Indigo,6E-2753,Delhi,Evening,one,Night,Bangalore,Economy,6.5,23,3996
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.25,18,5060
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,14.17,16,52287
GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,28,4500
Air_India,AI-9547,Bangalore,Evening,one,Morning,Mumbai,Economy,13.33,12,7384
Air_India,AI-663,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.5,9,13766
Vistara,UK-821,Mumbai,Early_Morning,zero,Morning,Chennai,Business,2.08,14,23898
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.67,5,16593
GO_FIRST,G8-268,Delhi,Morning,one,Night,Mumbai,Economy,9.33,49,8007
Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.08,17,2339
AirAsia,I5-798,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.58,8,14040
Air_India,AI-687,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,25.58,20,8063
Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Economy,23.92,6,13122
SpiceJet,SG-264,Kolkata,Night,one,Night,Mumbai,Economy,24.08,45,5934
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Business,21.25,12,44144
AirAsia,I5-410,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,7.58,26,2723
Indigo,6E-6505,Hyderabad,Night,zero,Night,Bangalore,Economy,1.25,43,1776
GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.92,21,5102
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,10.5,45,6568
