Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
24283,1051,CHEVROLET,Malibu,2016,Sedan,Yes,Petrol,2.4,155763 km,4.0,Automatic,Front,04-May,Left wheel,White,4
22693,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,153997 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
17876,-,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,95000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6
6899,760,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,1.8,150001 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
18531,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,163693 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
5300,-,MERCEDES-BENZ,E 220,1997,Sedan,No,CNG,2,312217 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,4
5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16935,-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8 Turbo,383528 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
16308,-,TOYOTA,Land Cruiser Prado RX,1997,Jeep,No,Petrol,2.7,213700 km,4.0,Automatic,4x4,02-Mar,Right-hand drive,Green,2
14113,584,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8 Turbo,81600 km,4.0,Tiptronic,Rear,04-May,Left wheel,Blue,12
56513,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,89316 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
9565,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
21953,501,HONDA,FIT,2014,Sedan,Yes,Petrol,1.5,78400 km,4.0,Variator,Front,04-May,Left wheel,Blue,6
27924,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,174485 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
13328,-,FORD,Transit,1999,Microbus,No,Diesel,2.5,395000 km,4.0,Manual,Rear,04-May,Left wheel,Carnelian red,2
21012,-,MERCEDES-BENZ,Vito,2007,Minivan,No,Diesel,2.2 Turbo,285000 km,4.0,Manual,Rear,04-May,Left wheel,Red,4
9565,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
15681,-,AUDI,A4,2006,Sedan,Yes,Petrol,2.0 Turbo,256000 km,4.0,Manual,4x4,04-May,Left wheel,Black,0
18503,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,91753 km,4.0,Automatic,Front,04-May,Left wheel,White,8
10036,986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,102000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
7840,2570,MERCEDES-BENZ,B 200,2008,Hatchback,Yes,Petrol,1.7,87000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Black,12
40889,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,29000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
13485,645,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,281600 km,6.0,Automatic,Front,04-May,Left wheel,Grey,8
13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
9408,-,BMW,225,1999,Sedan,Yes,Petrol,2.5,250000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,6
6272,722,MERCEDES-BENZ,Smart,2004,Cabriolet,No,Diesel,0.8 Turbo,22000 km,3.0,Tiptronic,Rear,02-Mar,Left wheel,Black,2
21652,730,HYUNDAI,Accent,2016,Sedan,Yes,Diesel,1.6,107393 km,4.0,Automatic,Front,04-May,Left wheel,White,4
392,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,22816 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
17562,528,HYUNDAI,Veloster,2014,Sedan,Yes,Petrol,1.6,153600 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,8
7840,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,160250 km,4.0,Variator,Front,04-May,Right-hand drive,Black,5
13178,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,86660 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
4700,-,OPEL,Frontera A B,1995,Jeep,Yes,Petrol,2,147000 km,4.0,Manual,4x4,04-May,Left wheel,Silver,2
25440,528,HYUNDAI,I30,2014,Hatchback,Yes,Petrol,1.6,71589 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12
6586,-,MERCEDES-BENZ,E 200,1999,Sedan,Yes,Petrol,2,318406 km,4.0,Manual,Rear,04-May,Left wheel,Blue,6
15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429 km,6.0,Automatic,Rear,02-Mar,Left wheel,Silver,12
3920,779,FORD,Fusion,2013,Sedan,Yes,Petrol,2.5,90672 km,4.0,Automatic,Front,04-May,Left wheel,White,12
43592,1249,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,11000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6
16308,-,VOLKSWAGEN,Jetta,2013,Sedan,No,Petrol,2,94400 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
314,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
27598,-,TOYOTA,4Runner,2007,Jeep,Yes,Petrol,4.7,2200000 km,8.0,Automatic,4x4,>5,Left wheel,Black,6
15053,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,102400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
22266,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,193267 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
1254,831,HYUNDAI,Accent,2017,Sedan,Yes,Petrol,1.6,88771 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
9095,-,VOLKSWAGEN,Golf,2003,Hatchback,No,LPG,2,120000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
31361,-,TOYOTA,4Runner,2004,Jeep,No,LPG,4.7,204000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,4
21326,779,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,72000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
20385,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,72000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
3700,-,SEAT,Ibiza,2001,Hatchback,No,Diesel,1.9 Turbo,187000 km,4.0,Manual,Front,02-Mar,Left wheel,Silver,2
1803,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
36692,-,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,82000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
61154,1275,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.4,10000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12
14500,333,FORD,C-MAX,2014,Hatchback,No,Hybrid,2,118400 km,4.0,Variator,Front,04-May,Left wheel,Silver,12
157,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,220323 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
10192,-,BMW,325,2004,Coupe,Yes,Petrol,2.5,142000 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,6
14740,-,BMW,330,2003,Sedan,No,Petrol,3,150300 km,6.0,Manual,Rear,04-May,Left wheel,White,0
470,1058,MERCEDES-BENZ,E 350,2012,Coupe,Yes,Petrol,3.5,161808 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12
21012,831,TOYOTA,Yaris IA,2018,Sedan,Yes,Petrol,1.5,20549 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
5959,-,MAZDA,Demio,2002,Hatchback,No,LPG,1.5,11000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Blue,4
17405,891,HYUNDAI,Elantra SE,2016,Sedan,No,Petrol,2,81302 km,4.0,Automatic,Front,04-May,Left wheel,Red,8
7213,-,OPEL,Astra,2000,Hatchback,No,Petrol,1.6,0 km,4.0,Manual,Front,04-May,Left wheel,Blue,12
251,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,140885 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
49864,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,82021 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
26657,-,BMW,X1 X-Drive,2011,Jeep,No,Diesel,1.8 Turbo,70000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,6
8467,-,FORD,Transit,2001,Microbus,No,Diesel,2.0 Turbo,179000 km,4.0,Manual,Front,04-May,Left wheel,Blue,2
10976,-,NISSAN,X-Trail,2004,Jeep,Yes,Petrol,2,121856 km,4.0,Automatic,4x4,04-May,Right-hand drive,Beige,6
120740,2297,MERCEDES-BENZ,G 63 AMG,2016,Jeep,Yes,Petrol,5.5,62187 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
13172,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,369695 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
627,1308,BMW,X6,2012,Jeep,Yes,Petrol,4.4,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
14583,831,HYUNDAI,Accent SE,2017,Hatchback,No,Petrol,1.6,43488 km,4.0,Automatic,Front,04-May,Left wheel,Black,6
9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,377240 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
10036,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,100747 km,4.0,Automatic,Front,04-May,Left wheel,Green,0
13799,-,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,182000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,6
10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,335782 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
24462,-,CHEVROLET,Volt premier,2014,Hatchback,Yes,Plug-in Hybrid,1.4,90000 km,4.0,Variator,Front,04-May,Left wheel,Carnelian red,8
16465,-,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,129788 km,4.0,Variator,Front,04-May,Left wheel,Grey,0
2352,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,157760 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
10036,-,OPEL,Astra,2001,Hatchback,No,Petrol,1.6,147000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
400,-,VOLKSWAGEN,Golf,1997,Hatchback,No,CNG,1.6,9300 km,4.0,Manual,Front,04-May,Left wheel,White,2
17249,1202,HYUNDAI,Sonata,2017,Sedan,No,Petrol,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
16308,-,MERCEDES-BENZ,E 320,2004,Sedan,Yes,CNG,3.2 Turbo,210915 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,12
18189,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,26000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
26591,831,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,69752 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
15681,-,BMW,X5,2001,Jeep,Yes,Diesel,3,111111 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,0
706,639,AUDI,A4,2014,Sedan,Yes,Petrol,2,162032 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
3763,879,FORD,Fiesta,2019,Sedan,Yes,Petrol,1.6,47736 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
392,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,85944 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
15423,531,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.6,130412 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45674,833,JAGUAR,XF,2015,Sedan,Yes,Diesel,2.2,71309 km,4.0,Automatic,Front,04-May,Left wheel,White,4
23521,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,122000 km,4.0,Variator,Front,04-May,Left wheel,Blue,8
16151,640,FORD,C-MAX SEL,2013,Hatchback,Yes,Hybrid,2,96289 km,4.0,Automatic,Front,04-May,Left wheel,White,8
16308,-,MERCEDES-BENZ,Sprinter,2002,Microbus,Yes,Diesel,2.2,50000 km,4.0,Manual,Rear,04-May,Left wheel,Blue,6
10036,-,LINCOLN,Navigator,1998,Jeep,Yes,Petrol,5.4,155200 km,8.0,Automatic,4x4,04-May,Left wheel,Black,6
314,831,FORD,Transit,2011,Microbus,No,Diesel,2.4,164000 km,4.0,Manual,4x4,04-May,Left wheel,White,2
5018,-,MERCEDES-BENZ,C 240,1999,Sedan,Yes,CNG,2.4,300800 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6
9565,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,191373 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
9512,761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,118875 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
86243,-,MERCEDES-BENZ,S 63 AMG,2010,Sedan,Yes,Petrol,5.5 Turbo,183000 km,8.0,Automatic,Rear,04-May,Left wheel,Grey,12
10000,1268,HONDA,Fred,2012,Minivan,No,Petrol,1.5,145000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
392,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,308331 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
13799,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,470507 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
34497,-,LEXUS,GX 470,2005,Jeep,Yes,Petrol,4.7,243000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,8
12231,503,HONDA,FIT,2012,Sedan,No,Petrol,1.5,126400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,5
1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
11604,-,HONDA,FIT,2012,Hatchback,Yes,Petrol,1.3,145000 km,4.0,Variator,Front,04-May,Right-hand drive,Blue,4
13300,-,FORD,Taurus,2014,Sedan,Yes,Petrol,3.7,290000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,6
17876,-,HYUNDAI,Elantra,2014,Hatchback,No,Petrol,1.8,68800 km,8.0,Tiptronic,Front,04-May,Left wheel,Red,8
24148,-,TOYOTA,Prius,2016,Sedan,No,Hybrid,1.8,92000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
17249,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4 Turbo,147718 km,4.0,Automatic,Front,04-May,Left wheel,White,12
314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12
37984,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,89298 km,4.0,Automatic,Front,04-May,Left wheel,White,4
15125,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,201892 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
14426,-,TOYOTA,Vitz,2011,Hatchback,No,Petrol,1,95000 km,3.0,Automatic,Front,04-May,Left wheel,White,6
12231,-,HONDA,Cr-v,2002,Jeep,No,CNG,2,150000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,4
23207,1172,NISSAN,Quest,2011,Minivan,No,Petrol,3.5,89000 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
6586,-,LAND ROVER,Freelander,2004,Jeep,Yes,Petrol,2,150000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
15681,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,107637 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
1254,639,AUDI,A4,2014,Sedan,Yes,Petrol,2,42395 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0
43868,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,64841 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6899,-,BMW,530,2004,Sedan,Yes,Petrol,3,185000 km,6.0,Tiptronic,Rear,04-May,Right-hand drive,Green,10
4704,781,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,41822 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
706,639,SUBARU,XV,2014,Jeep,Yes,Petrol,2,64923 km,4.0,Automatic,4x4,04-May,Left wheel,Orange,12
9722,574,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,183000 km,4.0,Variator,Front,04-May,Left wheel,Blue,9
26814,333,SUBARU,Crosstrek,2014,Hatchback,Yes,Hybrid,2,50342 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
9408,-,JEEP,Grand Cherokee,2002,Jeep,Yes,CNG,4,286400 km,6.0,Automatic,4x4,04-May,Left wheel,Black,8
27463,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,203073 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
19657,629,CHEVROLET,Aveo,2015,Sedan,Yes,Petrol,1.6,48700 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
28225,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Petrol,3.5,129000 km,6.0,Tiptronic,Rear,>5,Left wheel,White,12
93371,1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,55000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
20385,2223,LEXUS,LX 570,2010,Jeep,Yes,Petrol,5.7,171352 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
21012,-,FORD,C-MAX,2015,Sedan,No,Hybrid,2,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
4861,1515,CHEVROLET,Nubira,2005,Goods wagon,No,Petrol,1.8,127000 km,4.0,Manual,Front,04-May,Left wheel,Blue,3
15053,475,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4,115200 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8
7840,-,NISSAN,Micra,1997,Sedan,No,CNG,1,2888 km,4.0,Manual,Front,02-Mar,Left wheel,Black,2
10976,-,MERCEDES-BENZ,Vito,2004,Goods wagon,No,Diesel,2.2,316000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
9879,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,157211 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
18189,-,HYUNDAI,Veloster,2012,Sedan,Yes,Petrol,1.6,110000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,12
19914,-,FORD,Transit T330,2004,Microbus,No,Diesel,2.4 Turbo,162541 km,4.0,Manual,Rear,02-Mar,Left wheel,Red,4
251,1018,AUDI,A6,2011,Sedan,Yes,Petrol,3,196069 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
19757,-,BMW,X5,2003,Jeep,Yes,Diesel,3.0 Turbo,270000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,6
8154,-,MITSUBISHI,Airtrek,2002,Jeep,No,LPG,0.2 Turbo,18800 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,2
130,-,BMW,X5,2006,Jeep,Yes,Petrol,4.4,90000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,8
18189,765,FORD,Focus se,2015,Sedan,No,Petrol,2,59342 km,4.0,Automatic,Front,04-May,Left wheel,White,12
13500,-,MERCEDES-BENZ,A 140 140,1997,Microbus,No,Diesel,2.9,111000 km,1.0,Manual,Rear,04-May,Left wheel,Carnelian red,1
18817,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,103000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
8938,-,MERCEDES-BENZ,CLK 200 Kompressor,2000,Coupe,Yes,Petrol,2,189622 km,4.0,Manual,Rear,02-Mar,Left wheel,Silver,4
16935,650,VOLKSWAGEN,Jetta 1.4 TURBO,2016,Sedan,No,Petrol,1.4 Turbo,97000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
1882,518,TOYOTA,Avalon,2016,Sedan,Yes,Hybrid,2.5,55096 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
314,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,367720 km,4.0,Automatic,Front,04-May,Left wheel,White,12
20385,-,NISSAN,Murano,2005,Jeep,Yes,CNG,3.5,155200 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,8
26096,891,CHEVROLET,Orlando,2016,Jeep,Yes,LPG,2,121940 km,4.0,Automatic,Front,04-May,Left wheel,White,4
17249,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
12231,1552,TOYOTA,Aqua,2015,Universal,No,Hybrid,1.5,1000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2
23521,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,91200 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,6
2195,645,HYUNDAI,Elantra,2011,Jeep,Yes,Petrol,1.8,308501 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
8624,-,MERCEDES-BENZ,C 180,2002,Sedan,No,Petrol,2,200000 km,4.0,Manual,Rear,04-May,Left wheel,Blue,4
7119,1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2,74666 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
27356,87,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,0,65004 km,4.0,Automatic,Front,04-May,Left wheel,White,4
19761,862,TOYOTA,Camry,2011,Sedan,Yes,Petrol,2.5,155200 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
10976,1187,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,126000 km,4.0,Automatic,Front,04-May,Right-hand drive,Beige,6
14113,640,FORD,Focus,2013,Sedan,Yes,Petrol,2,116800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
15367,640,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2.0 Turbo,179200 km,4.0,Tiptronic,Front,04-May,Left wheel,White,16
8624,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,143000 km,1.0,Variator,Front,04-May,Right-hand drive,Yellow,0
12544,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,105070 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
392,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,267165 km,4.0,Automatic,Front,04-May,Left wheel,White,12
2587,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,88795 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
20,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,136000 km,5.0,Automatic,Front,04-May,Right-hand drive,Silver,6
3300,-,OPEL,Astra,1996,Goods wagon,No,Petrol,1.6,0 km,4.0,Manual,Front,04-May,Left wheel,Blue,2
25089,-,MERCEDES-BENZ,ML 300,2007,Jeep,Yes,Diesel,3,180000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
15681,-,TOYOTA,Prius 11,2008,Hatchback,Yes,Hybrid,1.5 Turbo,210000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
23521,862,TOYOTA,RAV 4,2011,Jeep,No,Petrol,2.5,172800 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
10349,702,KIA,RIO,2009,Sedan,No,Petrol,1.4,147600 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
18503,-,FORD,Transit T330,2004,Microbus,No,Diesel,2.4 Turbo,185641 km,4.0,Manual,Rear,02-Mar,Left wheel,White,4
11290,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,173000 km,4.0,Variator,Front,04-May,Left wheel,Blue,8
8467,-,PEUGEOT,206,2006,Hatchback,Yes,Petrol,1.6,93686 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,0
13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
1300,-,VOLKSWAGEN,Golf,1994,Hatchback,No,Petrol,1.8 Turbo,555555 km,4.0,Manual,Front,04-May,Left wheel,Black,2
67699,880,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,1.6,35950 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
12540,-,HONDA,Elysion,2004,Minivan,No,LPG,3,165358 km,6.0,Automatic,Front,04-May,Right-hand drive,White,0
84675,-,MERCEDES-BENZ,C 200 7G-TRONIC,2014,Sedan,Yes,Petrol,2.0 Turbo,66500 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,12
6272,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,190000 km,4.0,Variator,Front,04-May,Right-hand drive,Beige,2
50,-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,120000 km,4.0,Automatic,Front,04-May,Left wheel,White,8
20297,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,104860 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
10036,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,60517 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
549,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,83845 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
7056,1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,68348 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
14113,741,KIA,Cadenza,2012,Sedan,Yes,Petrol,2.4,40103 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
8467,-,NISSAN,Tiida,2007,Hatchback,Yes,Petrol,1.5,105000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4
14454,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,127500 km,4.0,Automatic,Front,04-May,Left wheel,White,4
10349,-,TOYOTA,Land Cruiser Prado,1997,Jeep,No,LPG,2.7,218000 km,4.0,Automatic,4x4,02-Mar,Right-hand drive,Blue,2
19416,530,HYUNDAI,Elantra,2013,Sedan,Yes,LPG,1.6,186234 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
17405,-,TOYOTA,Aqua,2012,Hatchback,No,Petrol,1.5,148000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,2
188,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,0 km,4.0,Automatic,Front,04-May,Left wheel,White,0
10976,-,BMW,325,2000,Coupe,Yes,Petrol,2.5,45595 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,8
8154,919,BMW,X5,2012,Jeep,Yes,Diesel,3,103458 km,6.0,Automatic,4x4,04-May,Left wheel,White,0
