"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 전입학생수","1학년 전출학생수","1학년 전체학생수","2학년 전입학생수","2학년 전출학생수","2학년 전체학생수","3학년 전입학생수","3학년 전출학생수","3학년 전체학생수","4학년 전입학생수","4학년 전출학생수","4학년 전체학생수","5학년 전입학생수","5학년 전출학생수","5학년 전체학생수","6학년 전입학생수","6학년 전출학생수","6학년 전체 학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090007435","위례숲초등학교","02","공립","N","","162","1","29","145","1","6","110","1","11","106","0","6","102","0","17","54","0","8","679","3","77"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090007436","신우초등학교","02","공립","N","","95","0","0","88","0","0","74","0","0","65","0","0","74","0","0","26","0","0","422","0","0"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090007437","한여울초등학교","02","공립","N","","19","1","84","91","2","75","94","0","76","92","0","66","62","0","55","51","0","47","409","3","403"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090007443","하랑초등학교","02","공립","N","","22","0","127","88","0","76","137","2","119","88","0","78","98","1","86","63","0","55","496","3","541"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090007450","세아초등학교","02","공립","N","","12","9","118","9","10","101","27","7","82","15","7","83","13","5","87","15","3","70","91","41","541"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090007517","판교대장초등학교","02","공립","N","","150","0","0","132","0","0","118","0","0","119","1","0","97","0","0","72","1","0","688","2","0"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090007520","단샘초등학교","02","공립","N","","68","41","124","166","22","84","175","23","113","129","14","85","146","16","95","88","2","56","772","118","557"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090007523","새봄초등학교","02","공립","N","","73","1","77","125","3","48","111","0","38","119","3","45","112","3","36","69","0","19","609","10","263"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090007576","초롱초등학교","02","공립","N","","105","0","0","90","0","0","79","0","0","76","0","0","59","0","0","23","0","0","432","0","0"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090007581","다산별빛초등학교","02","공립","N","","88","0","0","69","0","0","64","0","0","53","0","0","54","0","0","15","0","0","343","0","0"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090007583","다율초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090007603","원흥초등학교","02","공립","N","","11","3","88","20","1","44","21","1","33","18","1","29","11","1","23","16","3","25","97","10","242"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090007607","평택모산초등학교","02","공립","N","","22","2","224","33","6","136","34","0","162","45","3","153","33","4","122","25","2","102","192","17","899"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090007611","시흥가온초등학교","02","공립","N","","7","1","256","25","2","178","29","5","223","24","3","186","23","0","168","20","0","130","128","11","1141"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090007614","향산초등학교","02","공립","N","","7","2","207","12","3","170","9","3","165","11","1","151","5","3","120","2","1","90","46","13","903"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090007616","김포나진초등학교","02","공립","N","","2","4","250","14","6","201","16","5","172","18","4","176","14","4","113","11","4","84","75","27","996"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090007618","김포구래초등학교","02","공립","N","","3","9","204","12","9","127","19","0","116","8","7","101","7","1","65","6","3","40","55","29","653"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090007911","포담초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원도교육청","강원도춘천교육지원청","강원도 춘천시","S000003568","춘천교육대학교부설초등학교","02","국립","N","","0","0","61","0","0","74","0","2","70","0","1","70","0","0","73","0","0","74","0","3","422"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000566","강동초등학교","02","공립","N","","2","5","13","1","2","4","0","6","11","3","6","11","0","4","12","0","0","20","6","23","71"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000567","강릉초등학교","02","공립","N","","3","2","69","2","3","72","2","5","83","2","7","92","3","4","82","2","2","100","14","23","498"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000568","경포대초등학교","02","공립","N","","2","2","11","1","1","14","2","2","12","0","3","13","0","0","10","0","0","16","5","8","76"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000569","경포초등학교","02","공립","N","","4","1","49","2","3","66","6","6","89","8","4","102","5","6","79","5","2","84","30","22","469"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000573","교동초등학교","02","공립","N","","2","3","52","5","0","46","5","8","62","1","4","70","4","7","57","7","1","76","24","23","363"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000574","구정초등학교","02","공립","N","","3","0","20","3","1","21","1","0","14","1","2","18","1","0","11","0","4","16","9","7","100"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000575","금광초등학교","02","공립","N","","1","1","15","1","0","10","0","2","14","2","1","8","0","1","21","3","0","17","7","5","85"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000576","옥계초등학교금진분교장","02","공립","N","","0","0","3","0","0","1","0","0","2","0","2","3","1","0","1","0","1","2","1","3","12"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000578","남강초등학교","02","공립","N","","1","3","27","1","2","19","1","1","24","1","1","27","1","1","27","0","0","39","5","8","163"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000579","남산초등학교","02","공립","N","","3","2","58","5","8","59","1","4","92","3","2","80","1","3","90","1","1","86","14","20","465"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000582","노암초등학교","02","공립","N","","1","1","37","3","1","43","4","0","46","4","1","55","6","4","52","1","2","56","19","9","289"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000586","동명초등학교","02","공립","N","","0","5","73","5","5","75","3","10","80","2","7","72","5","7","77","1","2","63","16","36","440"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000587","명주초등학교","02","공립","N","","3","3","100","3","6","114","2","7","118","3","3","107","4","4","120","0","0","103","15","23","662"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000588","모산초등학교","02","공립","N","","1","4","13","0","1","13","0","1","16","1","6","10","0","2","17","0","1","7","2","15","76"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000596","사천초등학교","02","공립","N","","1","0","11","2","2","10","2","1","14","1","0","12","1","2","10","1","0","12","8","5","69"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000605","성덕초등학교","02","공립","N","","6","6","87","4","11","105","3","8","118","7","5","127","2","7","109","3","13","129","25","50","675"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000607","성산초등학교","02","공립","N","","0","1","10","6","0","10","3","0","12","2","0","13","2","0","13","0","0","1","13","1","59"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000609","송양초등학교","02","공립","N","","3","0","15","2","2","17","5","4","16","0","1","16","0","0","17","1","2","26","11","9","107"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000611","신영초등학교","02","공립","N","","0","0","5","1","0","7","0","1","5","0","0","6","0","0","5","0","0","4","1","1","32"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000612","신왕초등학교","02","공립","N","","0","0","7","0","0","12","0","5","9","0","0","11","0","1","9","0","0","7","0","6","55"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000619","연곡초등학교","02","공립","N","","1","1","28","4","7","34","0","4","30","3","6","32","2","0","29","0","5","27","10","23","180"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000621","영동초등학교","02","공립","N","","2","0","13","3","2","17","0","2","31","0","1","25","2","0","16","2","0","27","9","5","129"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000622","옥계초등학교","02","공립","N","","0","1","9","0","0","6","0","2","10","1","1","9","1","2","9","1","2","9","3","8","52"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000627","옥천초등학교","02","공립","N","","0","0","24","2","0","32","6","5","32","4","5","28","3","0","35","1","1","33","16","11","184"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000629","왕산초등학교","02","공립","N","","1","0","5","1","3","6","1","0","10","0","0","7","0","0","10","0","0","6","3","3","44"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000638","운양초등학교","02","공립","N","","2","0","11","1","0","13","1","1","13","0","1","9","1","0","10","0","0","9","5","2","65"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000639","율곡초등학교","02","공립","N","","6","3","134","7","6","134","10","15","194","6","7","155","10","7","176","5","7","171","44","45","964"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000640","임곡초등학교","02","공립","N","","0","1","13","0","1","10","0","2","10","0","0","12","0","1","7","0","0","12","0","5","64"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000641","정동초등학교","02","공립","N","","0","1","3","0","1","13","0","2","10","1","0","9","0","0","10","0","1","8","1","5","53"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000644","주문진초등학교","02","공립","N","","5","3","39","1","1","51","2","1","50","8","5","62","1","2","63","12","11","52","29","23","317"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000646","주영초등학교","02","공립","N","","3","1","19","3","2","15","4","0","23","3","1","18","1","2","5","2","1","20","16","7","100"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000647","중앙초등학교","02","공립","N","","3","5","141","4","1","114","2","1","159","0","4","174","0","3","174","4","2","183","13","16","945"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000648","초당초등학교","02","공립","N","","5","1","36","5","1","41","3","4","39","5","1","53","1","1","50","0","0","50","19","8","269"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000650","포남초등학교","02","공립","N","","0","0","20","3","1","25","2","4","23","0","2","28","2","1","39","0","1","24","7","9","159"
"강원도교육청","강원도강릉교육지원청","강원도 강릉시","S100000651","한솔초등학교","02","공립","N","","4","4","51","5","3","74","4","4","67","8","4","68","2","2","87","3","2","95","26","19","442"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000718","간성초등학교","02","공립","N","","7","2","34","12","4","53","3","7","51","4","4","53","7","6","49","2","2","49","35","25","289"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000720","거성초등학교","02","공립","N","","0","0","5","0","1","10","0","1","6","0","1","6","1","0","10","0","0","6","1","3","43"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000721","거진초등학교","02","공립","N","","0","0","17","0","2","12","1","0","14","0","4","17","0","3","12","0","0","15","1","9","87"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000726","공현진초등학교","02","공립","N","","3","1","9","1","0","10","1","2","6","0","1","7","2","1","6","1","0","10","8","5","48"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000727","광산초등학교","02","공립","N","","1","0","13","1","0","6","2","2","7","1","1","14","0","0","3","0","0","6","5","3","49"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000731","대진초등학교","02","공립","N","","0","0","10","0","0","4","0","0","9","1","0","4","0","1","7","0","0","6","1","1","40"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000733","도학초등학교","02","공립","N","","1","0","9","0","1","8","0","0","7","2","1","7","1","1","6","0","2","5","4","5","42"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000734","동광초등학교","02","공립","N","","0","1","9","1","0","6","0","2","6","1","0","8","0","0","4","0","0","5","2","3","38"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000736","대진초등학교명파분교장","02","공립","N","","0","0","1","0","0","1","1","0","2","0","0","1","0","0","1","0","0","0","1","0","6"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000740","아야진초등학교","02","공립","N","","6","3","21","2","0","16","0","2","17","1","1","18","2","4","7","0","1","6","11","11","85"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000742","오호초등학교","02","공립","N","","1","0","4","0","0","7","0","0","2","0","1","7","0","0","10","0","0","6","1","1","36"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000743","인흥초등학교","02","공립","N","","1","1","10","1","1","9","0","3","9","0","0","5","0","0","11","0","0","9","2","5","53"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000745","죽왕초등학교","02","공립","N","","0","1","6","2","1","8","0","3","13","1","0","5","0","3","10","1","0","8","4","8","50"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000748","천진초등학교","02","공립","N","","6","3","19","10","1","13","16","0","15","5","1","23","8","0","12","4","1","9","49","6","91"
"강원도교육청","강원도고성교육지원청","강원도 고성군","S100000750","광산초등학교흘리분교장","02","공립","N","","0","0","0","0","1","1","0","0","1","0","2","3","0","0","2","0","0","1","0","3","8"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000777","남호초등학교","02","공립","N","","2","3","120","3","9","130","6","4","154","5","8","152","1","9","164","1","7","132","18","40","852"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000778","동해삼육초등학교","02","사립","N","","6","2","39","3","3","30","5","4","28","6","5","29","7","6","29","1","3","32","28","23","187"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000779","동해중앙초등학교","02","공립","N","","6","13","118","11","9","116","6","19","132","15","9","133","10","11","124","4","8","146","52","69","769"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000780","동해초등학교","02","공립","N","","1","4","42","9","6","37","3","8","52","2","0","41","1","3","45","3","4","43","19","25","260"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000781","동호초등학교","02","공립","N","","0","0","45","2","3","49","2","4","58","2","2","55","1","6","54","2","2","42","9","17","303"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000782","망상초등학교","02","공립","N","","0","1","13","1","1","14","0","0","15","0","2","7","0","1","13","0","0","5","1","5","67"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000783","묵호초등학교","02","공립","N","","1","0","10","4","1","16","1","0","10","2","2","17","2","2","15","1","0","17","11","5","85"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000784","북삼초등학교","02","공립","N","","7","5","52","5","5","60","11","4","51","10","3","74","8","3","60","5","1","72","46","21","369"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000785","북평초등학교","02","공립","N","","7","8","117","11","7","93","11","3","121","9","1","101","3","1","82","6","1","93","47","21","607"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000787","삼화초등학교","02","공립","N","","1","2","9","1","2","13","2","2","9","0","2","15","0","0","15","1","0","14","5","8","75"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000791","송정초등학교","02","공립","N","","2","0","9","0","1","13","0","3","15","0","2","18","0","1","18","0","0","9","2","7","82"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000792","창호초등학교","02","공립","N","","4","0","10","3","0","6","0","0","11","0","0","8","0","0","7","0","0","8","7","0","50"
"강원도교육청","강원도동해교육지원청","강원도 동해시","S100000794","천곡초등학교","02","공립","N","","1","3","52","2","2","38","4","3","46","2","8","55","2","1","46","3","3","44","14","20","281"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000852","근덕초등학교궁촌분교장","02","공립","N","","0","0","1","0","0","1","0","1","1","0","1","1","0","1","3","0","1","1","0","4","8"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000855","근덕초등학교","02","공립","N","","0","0","20","0","1","20","0","3","19","0","6","27","0","2","17","0","1","15","0","13","118"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000873","도계초등학교","02","공립","N","","0","0","17","0","1","24","0","5","31","0","0","20","1","2","29","0","0","28","1","8","149"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000888","맹방초등학교","02","공립","N","","2","0","12","3","0","13","2","1","14","0","0","12","1","0","11","0","0","11","8","1","73"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000891","미로초등학교","02","공립","N","","1","0","6","2","0","6","1","1","11","1","0","10","0","0","7","0","0","11","5","1","51"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000897","삼척남초등학교","02","공립","N","","0","0","12","0","0","6","2","1","5","0","3","9","1","0","10","2","0","7","5","4","49"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000898","삼척중앙초등학교","02","공립","N","","0","1","6","0","0","2","0","0","1","0","0","5","0","0","0","0","0","4","0","1","18"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000899","삼척초등학교","02","공립","N","","4","5","133","3","10","143","5","7","154","5","9","147","5","6","153","2","7","115","24","44","845"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000900","서부초등학교","02","공립","N","","1","1","30","0","1","39","1","2","41","0","2","36","3","1","41","0","1","50","5","8","237"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000902","도계초등학교소달분교장","02","공립","N","","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0","0","3","0","0","7"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000908","신동초등학교","02","공립","N","","0","1","1","0","1","2","0","0","2","0","0","3","0","1","4","0","0","0","0","3","12"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000919","오저초등학교","02","공립","N","","0","0","2","0","0","1","0","0","1","0","1","2","0","1","5","0","0","2","0","2","13"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000925","임원초등학교","02","공립","N","","1","0","1","1","0","7","0","0","0","0","0","7","0","0","2","0","0","6","2","0","23"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000928","장원초등학교","02","공립","N","","0","1","8","1","1","6","0","1","12","0","1","9","0","1","10","0","2","21","1","7","66"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000930","장호초등학교","02","공립","N","","0","0","4","0","0","1","0","0","4","1","1","1","0","0","2","0","0","3","1","1","15"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000933","정라초등학교","02","공립","N","","3","7","87","3","4","99","4","8","113","4","8","90","5","3","130","2","5","111","21","35","630"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000934","진주초등학교","02","공립","N","","0","1","22","1","0","18","2","0","31","2","2","42","1","2","24","1","1","31","7","6","168"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000944","하장초등학교","02","공립","N","","0","0","2","2","0","0","0","0","4","0","0","4","2","0","4","0","0","1","4","0","15"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000952","호산초등학교","02","공립","N","","0","4","13","0","1","7","3","2","12","0","1","10","0","1","10","1","0","8","4","9","60"
"강원도교육청","강원도삼척교육지원청","강원도 삼척시","S100000959","흥전초등학교","02","공립","N","","0","1","5","0","0","5","0","0","7","0","0","4","0","0","4","0","0","5","0","1","30"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001003","강현초등학교","02","공립","N","","0","1","13","1","0","13","3","0","13","1","0","9","0","1","8","1","0","9","6","2","65"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001004","상평초등학교공수전분교장","02","공립","N","","0","0","0","0","0","5","0","0","1","0","0","0","0","0","1","0","0","2","0","0","9"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001006","광정초등학교","02","공립","N","","1","0","3","0","1","3","1","2","7","3","0","7","0","0","2","0","0","6","5","3","28"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001007","교동초등학교","02","공립","N","","8","9","115","8","6","89","14","9","152","19","6","141","6","10","166","11","7","142","66","47","805"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001008","남애초등학교","02","공립","N","","0","0","0","1","0","0","2","0","2","0","0","3","0","0","4","0","0","1","3","0","10"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001010","대포초등학교","02","공립","N","","0","1","12","0","0","13","1","0","5","1","1","13","0","0","8","0","0","13","2","2","64"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001013","상평초등학교","02","공립","N","","0","3","7","0","1","9","2","2","10","0","0","6","0","1","14","0","2","9","2","9","55"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001018","설악초등학교","02","공립","N","","0","2","10","0","2","14","1","0","11","1","0","8","1","0","8","1","0","10","4","4","61"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001019","속초초등학교","02","공립","N","","4","2","33","7","3","30","5","3","30","1","6","35","3","5","42","3","4","44","23","23","214"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001020","손양초등학교","02","공립","N","","0","0","4","2","0","6","0","0","3","0","0","6","0","0","7","0","0","10","2","0","36"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001021","송포초등학교","02","공립","N","","0","2","6","1","1","8","1","0","2","1","0","8","0","0","3","0","0","2","3","3","29"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001022","양양초등학교","02","공립","N","","6","4","82","9","8","74","7","7","97","5","10","92","2","4","84","2","4","90","31","37","519"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001024","영랑초등학교","02","공립","N","","0","5","27","3","3","31","2","6","23","1","3","25","2","1","33","1","0","19","9","18","158"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001025","상평초등학교오색분교장","02","공립","N","","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","3"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001026","온정초등학교","02","공립","N","","3","1","12","2","2","12","2","2","14","1","1","10","2","1","13","0","1","7","10","8","68"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001029","인구초등학교","02","공립","N","","0","0","3","0","1","8","0","0","4","0","0","8","0","1","8","0","0","0","0","2","31"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001035","조산초등학교","02","공립","N","","2","0","4","0","2","8","2","2","8","1","0","6","2","0","6","3","0","10","10","4","42"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001037","조양초등학교","02","공립","N","","6","4","62","3","9","64","4","5","65","5","7","49","1","5","63","4","4","44","23","34","347"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001039","중앙초등학교","02","공립","N","","2","0","48","7","2","26","0","1","53","1","1","44","0","0","45","2","0","45","12","4","261"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001040","청대초등학교","02","공립","N","","4","4","122","5","6","98","11","7","113","9","3","127","3","2","123","5","1","118","37","23","701"
"강원도교육청","강원도속초양양교육지원청","강원도 속초시","S100001041","청호초등학교","02","공립","N","","2","1","17","2","0","9","2","0","15","2","0","8","3","2","11","1","1","11","12","4","71"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001042","한남초등학교","02","공립","N","","0","2","8","1","4","7","0","2","10","0","0","6","0","1","8","0","0","3","1","9","42"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001043","현북초등학교","02","공립","N","","2","0","6","3","0","6","5","0","6","1","0","4","2","0","4","0","0","1","13","0","27"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001044","상평초등학교현서분교장","02","공립","N","","0","0","0","0","0","0","0","0","3","0","0","2","1","0","1","0","0","1","1","0","7"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001047","현성초등학교","02","공립","N","","0","0","1","1","0","2","0","0","1","0","0","1","0","0","4","0","0","3","1","0","12"
"강원도교육청","강원도속초양양교육지원청","강원도 양양군","S100001050","회룡초등학교","02","공립","N","","0","0","5","1","1","3","0","0","6","1","0","4","0","1","3","0","0","6","2","2","27"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001099","도촌초등학교","02","공립","N","","0","1","10","5","0","13","1","0","7","0","0","13","0","0","3","0","0","4","6","1","50"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001101","방산초등학교","02","공립","N","","0","0","4","0","0","4","0","0","5","1","0","1","0","0","4","0","0","2","1","0","20"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001103","비봉초등학교","02","공립","N","","0","0","26","6","7","25","0","0","19","3","0","26","0","1","26","0","3","19","9","11","141"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001108","양구초등학교","02","공립","N","","5","1","60","6","5","77","15","11","109","5","9","83","8","10","96","3","6","79","42","42","504"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001115","용하초등학교","02","공립","N","","2","0","7","2","0","2","2","0","3","0","0","13","0","0","4","0","0","7","6","0","36"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001118","원당초등학교","02","공립","N","","0","0","9","0","0","2","0","1","6","0","1","7","0","0","2","0","1","3","0","3","29"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001120","임당초등학교","02","공립","N","","1","0","6","1","0","10","1","0","7","3","0","7","0","0","5","2","0","5","8","0","40"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001122","죽리초등학교","02","공립","N","","0","3","20","0","2","15","0","3","19","0","0","13","0","1","15","1","1","5","1","10","87"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001128","한전초등학교","02","공립","N","","2","3","11","2","1","6","1","1","7","1","2","8","2","0","8","0","0","4","8","7","44"
"강원도교육청","강원도양구교육지원청","강원도 양구군","S100001129","해안초등학교","02","공립","N","","0","0","2","0","1","6","0","0","0","0","1","7","0","0","5","0","0","2","0","2","22"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001160","구래초등학교","02","공립","N","","0","0","1","0","1","5","0","0","3","0","1","3","0","0","4","0","0","0","0","2","16"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001173","내성초등학교","02","공립","N","","1","2","28","1","3","19","2","2","24","4","3","31","2","3","27","1","0","30","11","13","159"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001174","녹전초등학교","02","공립","N","","0","0","2","0","0","5","0","1","3","0","0","5","0","0","3","0","0","6","0","1","24"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001183","마차초등학교","02","공립","N","","0","0","1","0","0","3","1","1","4","0","1","5","1","0","6","0","1","4","2","3","23"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001189","무릉초등학교","02","공립","N","","0","1","3","0","0","5","2","1","8","0","1","5","1","1","7","0","0","9","3","4","37"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001203","봉래초등학교","02","공립","N","","1","1","14","1","1","6","1","2","14","1","3","20","2","4","15","0","1","15","6","12","84"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001211","신천초등학교","02","공립","N","","0","1","8","2","1","4","3","0","2","1","1","5","2","1","1","0","1","4","8","5","24"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001214","쌍룡초등학교","02","공립","N","","0","0","6","0","0","3","0","0","8","0","1","8","0","0","6","0","1","3","0","2","34"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001219","연당초등학교","02","공립","N","","0","2","7","0","1","6","0","0","4","0","1","7","0","0","6","0","0","5","0","4","35"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001226","영월초등학교연하분교장","02","공립","N","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","1","0","3"
"강원도교육청","강원도영월교육지원청","강원도 영월군","S100001227","영월초등학교","02","공립","N","","2","4","84","7","1","102","8","6","107","4","3","105","7","4","109","1","1","98","29","19","605"
