Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,120,1,0,0.9,3,188.3,113,60.9,14.1,11.9
0,65,1,0,1.2,3,141.2,107,43.3,10.3,8.0
0,79,1,0,-1.9,1,128.7,95,62.8,10.7,13.7
0,101,1,0,1.7,4,220.2,106,54.7,9.4,10.3
1,31,1,0,-0.7,3,168.6,81,40.8,9.5,8.9
0,80,1,0,0.8,-1,201.9,121,74.5,15.3,3.5
1,132,1,0,-0.0,0,56.9,126,49.4,10.7,13.6
1,81,1,1,0.1,-1,207.2,115,60.7,10.9,11.1
1,71,1,0,3.0,1,140.5,92,77.9,7.1,9.0
0,85,1,0,1.2,0,77.4,101,41.2,11.1,7.8
0,130,1,0,2.0,0,282.4,131,56.4,11.7,14.7
0,115,1,0,1.0,2,212.5,126,48.2,12.9,7.3
0,92,1,0,1.6,0,192.2,140,51.8,11.6,9.2
0,101,1,1,1.3,1,247.8,84,91.7,9.7,11.8
0,135,1,0,1.1,1,193.3,82,63.8,9.6,14.3
0,153,1,0,2.2,1,136.3,103,61.5,9.9,9.6
0,82,1,1,1.0,1,170.2,108,64.9,10.3,8.2
0,97,1,0,3.7,-1,142.8,97,63.4,13.3,9.9
0,150,1,0,2.0,0,152.5,92,26.3,12.8,12.8
1,121,1,0,-0.6,3,111.3,125,94.0,12.0,13.4
0,45,1,0,0.6,0,126.9,98,32.3,15.2,6.4
0,65,1,0,1.3,3,228.5,76,84.8,3.3,10.6
1,66,1,0,0.9,0,197.9,78,66.5,8.9,6.2
1,84,0,1,1.7,0,152.4,105,59.3,10.0,12.7
0,115,1,0,1.8,0,123.8,160,51.3,8.3,11.4
1,176,1,1,-0.9,3,157.7,80,99.1,7.7,7.7
0,97,1,1,2.4,0,88.1,94,66.2,5.7,14.5
1,127,1,1,0.2,2,186.7,148,56.6,9.3,11.2
0,146,1,0,0.1,1,231.3,90,47.5,12.3,10.9
0,160,1,0,0.1,1,308.7,109,45.5,12.0,9.7
0,146,0,0,1.8,3,119.7,138,57.1,8.1,10.2
1,71,1,1,0.5,2,229.0,81,41.0,10.6,9.2
0,43,1,0,-0.0,0,141.3,94,67.5,13.5,8.2
0,76,1,0,0.3,1,118.3,90,45.7,6.2,13.7
0,107,1,0,-1.5,3,118.3,69,72.8,9.6,8.9
0,71,1,1,-0.3,1,187.4,131,72.4,10.8,8.8
0,36,0,0,-0.8,0,129.1,88,55.4,10.1,9.9
0,52,1,0,0.5,0,146.7,82,65.8,12.2,14.2
1,220,1,0,1.7,2,155.8,91,66.7,6.3,13.4
0,92,1,0,1.5,2,139.5,119,32.3,7.5,9.1
0,172,1,0,2.4,0,135.5,102,84.8,11.8,13.7
0,91,1,0,2.1,2,47.5,84,52.1,5.7,10.5
1,132,1,0,0.1,3,184.5,108,67.7,12.1,7.9
0,95,1,0,0.8,3,183.5,116,68.2,11.2,8.9
0,101,1,0,0.8,3,136.3,99,15.4,11.9,14.1
0,132,1,0,-1.9,2,199.4,95,45.5,8.9,16.1
0,85,1,0,-0.7,1,255.9,120,70.1,11.3,11.1
0,53,1,1,0.6,1,181.1,96,57.3,7.1,8.7
0,68,1,0,0.6,1,252.2,132,67.6,9.0,9.9
0,68,0,0,1.5,0,301.7,85,57.8,10.1,8.1
0,104,1,0,1.4,1,317.6,84,76.5,7.8,8.5
0,25,1,0,-1.4,3,115.1,82,58.2,10.6,8.2
0,113,1,0,1.5,0,115.3,95,79.7,7.2,10.0
0,151,1,0,1.0,0,155.6,100,40.2,10.7,10.6
1,80,1,0,1.6,2,186.8,73,54.2,14.5,9.8
0,74,1,1,2.2,1,266.2,102,46.6,6.9,9.6
1,179,0,1,0.6,0,213.9,111,62.7,10.0,12.4
0,159,1,1,2.4,1,114.2,71,51.7,5.9,9.6
0,118,1,0,-0.3,1,146.5,89,52.5,7.9,9.8
0,71,1,0,-0.4,0,177.5,111,44.7,11.8,9.7
0,124,0,0,1.4,2,98.7,78,48.7,9.0,14.5
0,60,1,0,0.3,0,180.5,94,56.1,11.9,8.9
0,48,1,1,1.1,1,115.0,122,23.1,11.0,11.9
0,119,1,0,3.4,1,89.9,136,18.5,9.9,8.1
0,82,0,0,1.3,1,128.2,109,57.3,7.4,11.2
0,20,1,1,1.1,0,202.2,97,10.8,11.8,11.8
1,124,1,1,-0.3,0,201.8,90,53.1,10.8,13.3
0,159,1,1,-1.3,1,185.0,118,50.1,6.2,9.2
1,127,1,1,0.7,2,233.8,123,65.2,7.6,7.1
0,81,1,0,2.2,3,228.0,77,45.3,3.0,8.0
0,15,1,0,0.4,2,190.9,118,82.1,6.6,12.9
0,106,1,0,1.3,2,183.4,88,70.2,9.3,16.0
0,74,1,0,2.6,3,186.8,83,31.5,7.4,12.6
1,65,1,0,2.6,1,171.7,97,51.6,7.9,6.7
0,23,1,0,1.4,3,61.3,120,81.4,13.6,12.5
0,175,1,1,1.0,3,241.6,106,44.8,12.7,7.6
0,57,1,1,-1.1,0,201.4,106,55.4,8.3,9.3
0,28,0,0,0.0,4,113.5,107,79.4,12.1,10.8
0,168,1,0,0.5,2,257.5,109,47.4,13.1,11.2
0,102,1,0,-0.3,4,147.6,98,74.8,11.6,10.4
0,96,1,0,1.1,1,173.9,113,41.4,10.8,8.6
0,113,1,0,3.2,0,235.5,87,8.9,12.8,13.2
0,118,1,0,2.7,0,191.8,113,76.5,12.0,8.8
0,109,1,0,1.1,1,252.5,117,63.5,7.0,13.7
0,41,1,0,1.8,0,160.6,114,64.6,9.6,6.4
0,37,0,0,-0.1,3,271.9,115,38.4,8.7,10.8
0,72,1,1,2.7,1,137.4,109,39.7,13.0,6.8
0,80,0,1,-1.2,0,251.5,123,75.2,8.6,7.9
0,86,1,0,2.0,1,56.4,54,60.3,8.1,8.8
0,110,1,0,1.4,1,119.9,117,54.4,12.7,14.5
0,89,1,0,-0.1,0,196.0,140,59.9,10.7,13.9
0,73,1,0,0.6,1,158.0,87,81.1,15.4,12.7
0,116,1,0,-0.6,1,175.7,85,68.2,7.9,10.3
1,129,1,1,-0.6,2,182.0,126,48.5,8.7,10.8
0,68,1,0,-1.2,2,114.9,81,33.3,12.9,13.8
0,46,1,0,1.8,2,119.0,87,66.0,6.8,12.2
0,108,1,0,2.4,0,192.4,103,41.1,13.4,10.3
0,84,1,0,-1.9,4,143.5,84,36.9,7.0,14.4
0,134,0,0,3.2,0,252.8,117,77.9,11.6,12.5
0,61,1,1,0.8,1,169.3,84,70.6,5.4,10.9
0,53,1,1,1.2,0,218.9,107,62.6,10.2,9.0
0,75,0,1,-1.1,2,203.9,106,36.0,6.6,8.7
0,121,1,0,2.5,1,147.0,133,85.7,14.9,9.3
0,87,1,1,1.1,1,71.9,123,73.2,7.3,11.5
0,97,1,0,2.3,3,244.3,89,51.3,7.9,12.6
1,81,1,0,2.4,3,126.5,75,47.8,11.4,6.2
0,141,1,0,2.5,1,157.8,117,57.6,8.5,4.8
0,120,0,0,-0.0,2,171.6,87,48.4,11.8,7.6
0,40,1,0,0.6,3,177.0,93,92.6,8.2,9.1
0,136,1,0,0.0,3,232.2,79,50.0,8.1,13.6
1,124,1,0,2.0,1,180.1,114,38.8,10.0,9.5
0,144,1,0,1.2,0,172.8,87,82.4,7.0,10.9
0,80,1,1,2.2,1,235.2,99,47.0,11.1,11.4
0,63,1,1,2.2,2,212.5,100,69.2,12.3,7.4
0,97,1,0,-1.4,0,139.7,104,67.4,11.5,14.3
0,107,1,0,2.5,1,117.3,113,55.3,11.7,8.4
1,148,1,1,2.0,1,134.9,95,40.3,5.2,14.6
0,126,1,0,0.3,3,177.1,85,55.5,8.9,9.9
0,107,1,0,1.3,4,111.9,63,37.1,9.5,9.3
1,95,0,0,0.7,3,184.7,102,55.9,13.7,7.1
0,101,1,0,1.6,1,172.7,97,69.0,8.6,10.8
1,85,1,1,0.3,3,41.3,86,84.5,4.2,16.5
0,128,1,0,1.4,2,103.2,101,38.4,7.5,11.4
1,43,1,0,0.9,1,22.6,117,52.2,8.4,11.0
0,101,1,1,0.3,4,161.0,122,47.7,4.6,8.4
0,142,1,0,1.1,0,238.3,69,60.8,12.5,11.9
0,55,0,0,4.3,2,76.8,93,31.3,6.1,10.7
0,178,0,0,-0.1,2,107.8,119,41.1,11.2,10.1
0,58,1,0,0.5,1,170.9,132,28.5,7.3,11.6
0,80,0,0,-0.0,2,121.8,84,32.7,13.9,5.2
0,141,1,0,0.1,2,121.6,128,45.5,9.4,10.0
0,158,1,1,1.9,1,209.3,73,83.8,8.8,6.9
0,115,1,1,1.7,2,152.8,123,62.0,11.4,10.3
1,114,1,0,0.8,1,98.8,94,57.4,7.5,8.2
0,172,1,0,2.1,2,66.1,131,78.4,11.5,8.4
0,46,1,1,1.8,1,300.1,91,62.6,8.8,6.5
0,32,1,0,0.6,1,241.2,94,64.1,8.5,13.4
0,24,0,0,-1.1,1,155.2,97,48.5,9.8,8.3
0,67,1,0,1.9,3,184.6,69,45.8,7.3,8.5
0,72,1,0,1.0,0,153.2,65,34.8,9.6,14.5
0,116,1,0,0.8,0,207.6,110,46.4,10.9,11.8
