customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges
CUST2820,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,824.92
CUST3812,Female,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,913.86
CUST5511,Female,1,No,No,17,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,659.26
CUST2893,Male,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,1619.62
CUST5605,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,2613.8
CUST3623,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,2512.86
CUST2115,Female,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,4147.15
CUST3397,Male,0,Yes,Yes,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,726.45
CUST3142,Male,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,880.44
CUST3106,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,2070.69
CUST4774,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card,7980.48
CUST0149,Female,1,Yes,No,64,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,3818.88
CUST3653,Male,1,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,4444.74
CUST3825,Female,0,No,Yes,14,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,1283.1
CUST5302,Female,1,Yes,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer,3270.19
CUST2432,Female,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,821.76
CUST1032,Male,0,No,No,18,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,1958.22
CUST1775,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,4998.92
CUST2620,Male,1,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,740.48
CUST3798,Male,1,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2409.66
CUST3852,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,2482.7
CUST3618,Male,1,Yes,No,69,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,1572.51
CUST2203,Male,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1397.37
CUST3838,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,7320.9
CUST1183,Female,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.37
CUST3207,Male,1,Yes,Yes,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card,996.24
CUST0638,Female,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,1866.08
CUST2663,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card,4092.0
CUST5350,Female,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,4224.24
CUST1996,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,5203.44
CUST3094,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3487.12
CUST0534,Male,0,No,Yes,62,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card,6328.96
CUST1088,Female,1,No,No,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,4005.45
CUST5312,Male,1,Yes,Yes,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,3712.41
CUST2383,Female,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,2111.34
CUST1836,Female,1,Yes,Yes,50,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,4948.0
CUST0140,Female,0,No,No,68,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,7037.32
CUST5131,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,2230.25
CUST4250,Male,1,No,Yes,49,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,1744.4
CUST0328,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,3189.74
CUST2794,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,458.83
CUST1496,Female,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,6327.72
CUST3334,Male,0,No,No,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,3717.0
CUST4615,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,1394.64
CUST5053,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,1833.72
CUST5768,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,3029.6
CUST2690,Female,1,No,Yes,28,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,662.48
CUST5059,Female,1,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3906.8
CUST0719,Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,1952.2
CUST3455,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,527.76
CUST5128,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,500.7
CUST1582,Male,1,No,No,72,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,5984.64
CUST4296,Female,1,No,Yes,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card,793.8
CUST0222,Female,0,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,829.5
CUST2962,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card,5480.42
CUST3643,Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,293.76
CUST2178,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,4648.32
CUST2033,Female,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,1527.6
CUST5013,Male,0,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,4518.64
CUST4873,Female,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,272.24
CUST4996,Female,1,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,6774.4
CUST5821,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,1941.66
CUST5817,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,1716.56
CUST2340,Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1615.75
CUST3760,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,2187.35
CUST0813,Female,1,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,4433.33
CUST5848,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6178.69
CUST4229,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,346.77
CUST4004,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,3312.36
CUST4005,Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,381.92
CUST4799,Male,0,No,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,948.77
CUST0646,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,409.6
CUST4096,Male,1,Yes,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,2220.53
CUST5337,Male,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,1065.9
CUST0782,Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,544.08
CUST4734,Male,1,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,4107.0
CUST0887,Female,1,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,2526.83
CUST5390,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1890.33
CUST4231,Male,1,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,7156.17
CUST5556,Male,1,No,Yes,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,833.28
CUST1857,Male,0,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,7592.96
CUST1050,Female,1,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,3801.16
CUST3135,Male,0,No,Yes,66,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,5047.68
CUST0212,Male,0,Yes,Yes,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2378.2
CUST0128,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,5987.92
CUST2534,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,1177.05
CUST2563,Male,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,3502.24
CUST3016,Male,1,Yes,Yes,40,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,3487.2
CUST5108,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,4572.54
CUST1972,Male,1,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,7297.64
CUST4502,Male,1,No,No,69,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,5612.46
CUST3043,Male,1,No,Yes,31,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,2784.11
CUST2169,Female,1,No,No,29,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,776.04
CUST0777,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,479.96
CUST3936,Female,0,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2895.2
CUST5571,Female,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,3698.52
CUST0412,Female,1,No,No,14,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,1357.58
CUST3475,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,1201.44
CUST2751,Male,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,5637.03
CUST1213,Female,1,No,Yes,45,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,2960.55
CUST3022,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,4817.91
CUST5700,Female,1,Yes,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1698.32
CUST1366,Male,1,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,2597.76
CUST4258,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,433.56
CUST0652,Male,0,No,Yes,68,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,2006.68
CUST0861,Male,0,Yes,No,45,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer,4456.35
CUST1457,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,3473.44
CUST1035,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,5727.3
CUST3933,Female,1,No,Yes,20,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,1759.0
CUST1961,Male,0,No,Yes,34,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,4024.24
CUST2463,Female,1,Yes,Yes,54,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,6155.46
CUST1344,Male,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,1748.92
CUST4263,Male,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,3142.89
CUST5692,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,4989.84
CUST0950,Male,0,No,Yes,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,2135.64
CUST1439,Male,1,No,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,6117.77
CUST0601,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,3873.76
CUST4532,Female,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,1621.35
CUST1480,Male,0,No,Yes,42,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,4903.08
CUST1876,Male,0,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,657.0
CUST3366,Male,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,1267.76
CUST3136,Female,1,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,6045.2
CUST5065,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,3323.1
CUST2381,Male,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,4777.01
CUST0052,Male,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,1453.77
CUST3126,Female,1,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,212.88
CUST0952,Male,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,275.43
CUST2834,Male,0,No,No,59,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card,6465.22
CUST5109,Male,1,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,1994.79
CUST5520,Male,0,Yes,No,45,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,1862.55
CUST0524,Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,175.29
CUST3003,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,1921.4
CUST0064,Male,1,Yes,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,2245.02
CUST4052,Male,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,644.58
CUST5518,Female,1,Yes,No,36,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,2117.52
CUST0617,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,404.1
CUST1495,Male,1,No,No,26,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,2202.72
CUST1239,Male,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2021.93
CUST3536,Male,1,Yes,No,40,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,2974.0
CUST5243,Male,1,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,266.7
CUST3133,Male,1,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1670.9
CUST1505,Male,0,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1654.8
CUST5161,Male,1,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,2455.25
CUST4482,Female,1,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,4632.96
CUST2253,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,1643.0
CUST4660,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,44.3
CUST1655,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,4162.71
CUST3068,Female,1,Yes,No,20,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,1786.2
CUST0553,Female,0,No,Yes,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1398.73
CUST5803,Male,1,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,3761.45
CUST4260,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,2841.26
CUST0392,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,444.4
CUST1390,Female,1,No,Yes,49,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,2499.98
CUST2557,Male,1,Yes,No,68,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,2985.88
CUST2622,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,5397.3
CUST2599,Male,1,Yes,No,58,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,5211.3
CUST5503,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,2525.82
CUST1520,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2216.92
CUST1074,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,3540.68
CUST2393,Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,6778.56
CUST2142,Female,0,No,No,54,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,5709.96
CUST4557,Female,1,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,1152.8
CUST4588,Female,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,228.7
CUST1116,Male,1,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1868.4
CUST1478,Female,1,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,495.45
CUST2177,Female,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,4765.25
CUST5008,Female,0,No,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,3473.11
CUST4234,Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,1253.46
CUST1434,Female,1,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,2564.64
CUST4760,Male,1,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,1614.2
CUST0885,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,5258.44
CUST4433,Male,1,No,No,45,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1977.75
CUST1011,Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,2081.31
CUST0876,Female,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,3229.34
CUST4453,Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,902.25
CUST4334,Female,1,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,733.76
CUST1754,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,1084.6
CUST5411,Male,0,Yes,No,65,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,1470.95
CUST1393,Female,0,No,Yes,14,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,1587.18
CUST5506,Male,0,No,Yes,70,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,5306.7
CUST3548,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,5518.83
CUST5748,Female,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,2248.84
CUST0081,Female,0,No,Yes,39,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,2238.6
CUST1165,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card,1892.27
CUST3219,Female,1,Yes,No,59,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,5228.58
CUST0785,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,1619.8
CUST1164,Male,1,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,2986.97
CUST1004,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,2908.35
CUST2275,Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,1148.94
CUST5246,Male,1,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,2624.58
CUST3389,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,4880.64
CUST4582,Male,1,No,No,71,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,4018.6
CUST4718,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,8202.63
CUST0656,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,3440.84
CUST0117,Female,1,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,3458.56
