Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
43.0,24.0,10.0,37.76743646176178,119.0,Yes,31.799277652658247,305.03866982140937,2,Bad,Low_spent_Small_value_payments,28.0,29281.94,6.0,7.0,22.0,8.0,2588.1616666666664,19.91,4432.46,161.97821919259908
8.0,13.0,5.0,34.98297339239614,337.0,No,241.78968024449813,446.28934236160745,2,Good,High_spent_Medium_value_payments,41.0,35022.22,3.0,5.0,4.0,1.0,2859.518333333333,1.36,1000.44,21.21457645232058
27.0,20.0,6.0,35.14301094257008,214.0,NM,80.84631098997049,164.17746440194068,1,Bad,Low_spent_Small_value_payments,40.0,17379.88,7.0,7.0,22.0,9.0,1657.3233333333335,6.85,2383.67,78.26611994226198
20.0,7.0,0.0,31.04644655079657,193.0,No,187.5121241843593,507.0687945389757,2,Good,High_spent_Large_value_payments,28.0,75524.26,2.0,5.0,10.0,4.0,6118.688333333333,7.14,852.62,167.28791460999832
15.0,14.0,2.0,31.5783150986922,244.0,Yes,242.9659396378907,296.968227028776,2,Standard,High_spent_Small_value_payments,48.0,33388.1,6.0,4.0,8.0,0.0,2599.3416666666667,9.51,589.89,0.0
7.0,17.0,5.0,31.357439993515765,173.0,Yes,89.97793330484905,360.7583790683344,1,Standard,High_spent_Medium_value_payments,46.0,42735.93,7.0,7.0,21.0,5.0,3632.3275,10.06,1385.62,152.49643762681666
9.0,10.0,3.0,31.2313125897524,301.0,No,36.95279818126986,333.0465237344416,2,Standard,Low_spent_Small_value_payments,44.0,10381.565,8.0,3.0,7.0,4.0,1024.1304166666666,10.53,728.73,22.41371975095517
12.0,11.0,5.0,37.798137223986224,79.0,Yes,127.22901139890742,630.4065693334135,2,Standard,High_spent_Medium_value_payments,21.0,88463.25,5.0,3.0,6.0,6.0,7609.9375,11.66,827.79,243.35816926767924
13.0,1.0,4.0,24.59544156395767,295.0,No,168.89981344282447,361.1471326844177,3,Good,High_spent_Medium_value_payments,23.0,37788.3,3.0,4.0,9.0,2.0,3097.025,1.4,1124.37,39.655553872757935
18.0,12.0,6.0,28.697055513969964,191.0,Yes,78.92093542631477,300.24551223130857,1,Standard,Low_spent_Medium_value_payments,35.0,9134.415,5.0,10.0,15.0,3.0,1051.20125,16.19,1621.28,15.953677342376665
39.0,18.0,9.0,24.521375223458207,166.0,Yes,27.170114877551956,307.5159815992559,1,Bad,High_spent_Medium_value_payments,22.0,14070.22,9.0,9.0,24.0,6.0,1148.5183333333332,18.61,2075.81,40.16573685652548
21.0,10.0,4.0,38.80938155814754,302.0,Yes,259.7208690763194,259.58073487460376,2,Standard,Low_spent_Small_value_payments,50.0,28880.56,3.0,5.0,10.0,1.0,2502.7133333333336,17.66,412.8,20.96972938241021
30.0,18.0,3.0,33.263789557932625,358.0,Yes,616.5869658400447,477.20826114003614,2,Standard,High_spent_Medium_value_payments,33.0,106605.6,7.0,7.0,12.0,1.0,8687.800000000001,9.01,544.14,54.9847730199193
21.0,20.0,9.0,37.3750456295727,37.0,Yes,232.723480588214,136.4590690496095,1,Bad,Low_spent_Small_value_payments,26.0,20602.02,10.0,8.0,23.0,7.0,1727.835,4.49,4946.5,93.60095036217648
5.0,14.0,0.0,26.7203177465622,346.0,No,338.3856871300292,339.3203220676482,1,Good,High_spent_Medium_value_payments,28.0,65668.78,2.0,6.0,4.0,4.0,5238.3983333333335,7.36,1261.43,135.1487396477076
13.0,0.0,0.0,37.42549720679855,245.0,No,58.09541540645596,361.7819179268774,2,Good,High_spent_Medium_value_payments,47.0,18549.28,4.0,4.0,6.0,0.0,1698.773333333333,3.22,1247.3,0.0
46.0,17.0,8.0,40.16627164108362,137.0,Yes,28.575506218377267,253.73705251782349,1,Bad,Low_spent_Small_value_payments,40.0,7451.97,10.0,6.0,29.0,5.0,463.99750000000006,9.41,1428.75,24.08719126379924
17.0,11.0,3.0,30.57778993217445,256.0,No,160.18501509817267,374.06997263440553,2,Standard,High_spent_Medium_value_payments,26.0,33520.04,8.0,6.0,13.0,4.0,2607.3366666666666,2.58,673.04,82.39694576462078
3.0,3.0,4.0,30.508730829036185,227.0,NM,298.69626429721734,645.4199666515252,3,Good,Low_spent_Medium_value_payments,39.0,84355.98,4.0,4.0,9.0,1.0,7304.665,2.07,641.33,46.3502690512575
8.0,14.0,1.0,31.83718331684272,224.0,No,64.45319294175546,305.8442626507135,3,Standard,High_spent_Large_value_payments,34.0,20516.18,5.0,7.0,17.0,4.0,1766.6816666666666,8.76,232.52,56.37071107419772
13.0,11.0,3.0,24.91950203912648,218.0,Yes,339.4398310205359,142.77841976660983,2,Standard,Low_spent_Small_value_payments,56.0,30678.73,8.0,4.0,11.0,3.0,2615.560833333333,1.84,1484.42,69.33783254618763
42.0,23.0,13.0,35.61434010052609,109.0,Yes,160.8796296656457,315.054688648744,1,Bad,High_spent_Medium_value_payments,16.0,49619.7,9.0,8.0,31.0,8.0,4195.975,0.56,1474.26,203.6631816856104
25.0,18.0,4.0,32.775252828450306,205.0,Yes,88.4738861695912,266.49969672021416,2,Standard,Low_spent_Small_value_payments,38.0,21585.13,7.0,4.0,17.0,4.0,1525.7608333333335,15.55,83.55,67.60250044352797
10.0,18.0,0.0,32.60012370737496,272.0,Yes,112.198219365967,539.6447358378604,2,Standard,Low_spent_Medium_value_payments,46.0,50847.22,3.0,6.0,17.0,1.0,4156.268333333333,6.4,486.71,23.78387812950614
15.0,1.0,1.0,37.84752997591092,362.0,No,893.4322604313327,60.12002879043576,3,Good,Low_spent_Small_value_payments,45.0,85656.28,1.0,3.0,3.0,1.0,7161.0233333333335,9.32,445.77,52.550044111564816
47.0,16.0,8.0,35.80550121287398,87.0,Yes,113.76830710443014,245.7759387849672,1,Bad,High_spent_Large_value_payments,41.0,46410.42,8.0,6.0,17.0,9.0,3973.535,18.19,3011.03,282.1502449906272
5.0,15.0,4.0,39.864628980454,116.0,Yes,267.3515088761393,381.614415872555,2,Standard,Low_spent_Medium_value_payments,45.0,55281.02,3.0,5.0,10.0,4.0,4713.751666666666,19.18,522.67,99.258963070101
30.0,19.0,6.0,39.409148971876704,192.0,NM,100.75619527032136,256.1488497140942,1,Bad,Low_spent_Small_value_payments,35.0,16253.0,8.0,7.0,24.0,9.0,1620.416666666667,7.54,1467.62,75.13662168225113
14.0,17.0,7.0,35.34138277423271,129.0,Yes,77.91928933967519,258.7430105241586,2,Standard,Low_spent_Small_value_payments,45.0,8053.37,6.0,5.0,6.0,5.0,656.1141666666666,12.1,886.98,18.9491168028329
19.0,13.0,7.0,26.341230005647727,245.0,NM,276.73789575012387,429.07719248777903,2,Standard,High_spent_Medium_value_payments,40.0,56070.92,5.0,6.0,6.0,1.0,4596.576666666667,16.67,835.57,23.84257842876391
60.0,21.0,8.0,29.84898381255955,77.0,Yes,204.1694285456004,202.14419783122304,1,Bad,Low_spent_Small_value_payments,21.0,20090.02,7.0,9.0,19.0,4.0,1570.168333333333,6.73,2329.28,40.703206956509966
21.0,19.0,6.0,39.81011238550533,77.0,Yes,101.68218373608218,262.92630191213533,2,Standard,Low_spent_Small_value_payments,34.0,31019.6,6.0,4.0,7.0,4.0,2427.9666666666667,13.74,727.64,72.48842264488479
5.0,0.0,2.0,33.50676054832732,242.0,No,90.13946917553052,1000.2282808244696,3,Good,Low_spent_Medium_value_payments,24.0,101912.13,4.0,0.0,4.0,0.0,8503.6775,4.83,152.6,0.0
16.0,13.0,15.0,37.38444363354832,165.0,Yes,444.0818801125824,119.65118288225187,1,Bad,High_spent_Large_value_payments,26.0,54275.88,7.0,10.0,30.0,6.0,4758.99,4.04,4569.66,192.1659370051657
21.0,14.0,7.0,39.40994351545283,68.0,Yes,164.79422013962926,490.34510551582224,2,Standard,High_spent_Medium_value_payments,29.0,61711.89,5.0,5.0,5.0,2.0,5403.6575,14.46,464.0,68.57886737085119
12.0,20.0,0.0,36.639979316851885,191.0,No,143.86963326895415,297.16452367759325,2,Standard,Low_spent_Large_value_payments,34.0,27156.59,6.0,4.0,7.0,3.0,2160.0491666666667,7.75,787.21,64.97075972011929
10.0,12.0,4.0,29.634747428898137,212.0,No,46.44828667186058,442.35658089336937,3,Good,High_spent_Medium_value_payments,41.0,29968.56,5.0,5.0,6.0,1.0,2698.38,10.04,1022.13,21.03313243477011
4.0,7.0,0.0,23.931156632904163,378.0,No,68.64630810291992,278.750982668919,2,Good,Low_spent_Medium_value_payments,20.0,19287.935,2.0,7.0,7.0,2.0,1399.3279166666669,7.69,102.81,29.17934291409124
9.0,18.0,7.0,28.729044175797405,331.0,Yes,171.20123354452687,368.7630119962593,2,Standard,Low_spent_Small_value_payments,17.0,33890.2,8.0,4.0,12.0,2.0,2557.183333333333,11.12,1289.03,31.98895746876268
9.0,11.0,0.0,35.8302037249345,352.0,No,414.3245422812768,683.3046218968287,2,Good,Low_spent_Medium_value_payments,25.0,123050.2,3.0,3.0,7.0,3.0,10178.183333333332,2.36,512.24,180.18916915522783
27.0,15.0,3.0,40.95124625145328,262.0,No,679.4911517256953,466.0773482743047,2,Standard,High_spent_Medium_value_payments,38.0,104168.22,3.0,5.0,14.0,0.0,8655.685,9.97,39.68,0.0
32.0,11.0,6.0,27.093197340297586,201.0,Yes,110.1915270675044,398.1778726109235,2,Standard,High_spent_Small_value_payments,50.0,48615.22,4.0,7.0,15.0,4.0,3937.268333333333,9.44,1235.05,135.35743365490544
35.0,20.0,15.0,37.67366257649452,78.0,Yes,22.66385124945916,267.131198637269,1,Bad,Low_spent_Small_value_payments,24.0,15881.58,8.0,6.0,34.0,7.0,1169.465,23.27,3614.38,67.15145011327189
10.0,10.0,4.0,33.15267428617198,105.0,Yes,281.64118523008574,258.0685736797306,2,Standard,High_spent_Large_value_payments,14.0,35849.98,7.0,6.0,5.0,2.0,2823.498333333333,14.49,1264.32,32.640074423516985
4.0,9.0,1.0,25.444071198278447,189.0,No,204.44275333966388,492.8388017466213,3,Good,High_spent_Large_value_payments,56.0,57260.5,1.0,6.0,11.0,1.0,4625.708333333333,6.95,923.05,35.28927824704822
49.0,16.0,11.0,33.55055194665451,11.0,Yes,46.85651957890062,347.96505686993635,1,Bad,High_spent_Medium_value_payments,31.0,29986.48,10.0,7.0,18.0,7.0,2655.873333333333,15.86,3836.36,120.76575688449633
25.0,22.0,16.0,37.20199963940562,160.0,Yes,213.49071548539095,372.3973073670469,1,Bad,High_spent_Large_value_payments,38.0,79050.88,6.0,8.0,21.0,7.0,6676.573333333334,5.15,1570.89,331.7693104808956
37.0,25.0,7.0,31.52432356775755,152.0,NM,177.9823866627463,182.87229345542255,1,Bad,Low_spent_Medium_value_payments,22.0,16753.63,6.0,9.0,23.0,9.0,1564.1358333333335,2.86,3536.44,85.55890321516442
0.0,6.0,4.0,40.611716070030646,76.0,Yes,87.75036618082483,624.3892810702197,2,Standard,High_spent_Medium_value_payments,42.0,71732.72,4.0,3.0,7.0,3.0,6020.7266666666665,17.8,632.16,129.93301941562228
26.0,18.0,9.0,28.26154989794548,149.0,Yes,222.2447610236623,313.3637292670455,2,Standard,High_spent_Large_value_payments,31.0,40214.54,3.0,5.0,21.0,3.0,3470.211666666666,11.99,1997.76,71.41267637595884
12.0,14.0,0.0,24.292974296874743,183.0,Yes,62.63184302237851,328.477745030033,2,Standard,Low_spent_Medium_value_payments,33.0,16465.64,5.0,6.0,5.0,2.0,1672.1366666666663,8.56,885.35,26.10407861425511
2.0,2.0,8.0,28.345467905991093,204.0,No,220.73071366953383,895.9143890006342,2,Good,High_spent_Medium_value_payments,25.0,123915.99,3.0,6.0,8.0,2.0,10336.3325,8.37,1394.91,156.98814732983217
8.0,11.0,3.0,27.08160325629711,233.0,No,58.82494464082478,320.9928622281279,2,Standard,Low_spent_Small_value_payments,40.0,15723.705,7.0,3.0,6.0,4.0,1191.30875,5.68,632.13,29.31306813104736
30.0,10.0,3.0,29.577615485126227,331.0,No,159.46493280185547,686.6406901630596,2,Standard,High_spent_Medium_value_payments,48.0,73180.20000000001,4.0,5.0,20.0,1.0,6146.350000000001,9.98,59.55,38.52937703508513
5.0,2.0,0.0,42.32097204187623,305.0,No,70.01222782313681,612.2765817749979,2,Good,Low_spent_Large_value_payments,49.0,73119.46,4.0,3.0,5.0,4.0,5572.248968971794,1.1,1194.38,848.6793880967379
47.0,22.0,8.0,26.33064914489784,165.0,NM,78.47601736826377,237.9761418878213,2,Bad,High_spent_Large_value_payments,16.0,8295.87,7.0,9.0,29.0,8.0,883.3225000000001,24.94,3632.72,51.8800907439149
40.0,18.0,10.0,32.04055737010227,100.0,Yes,277.46551085710576,126.97929082481512,1,Bad,High_spent_Large_value_payments,38.0,32200.64,9.0,5.0,17.0,7.0,2552.3866666666668,7.62,2121.07,140.7938649847458
7.0,1.0,0.0,32.81098352143378,261.0,No,301.2738887821456,211.8611216334389,2,Good,Low_spent_Large_value_payments,34.0,35822.34,0.0,2.0,3.0,3.0,2995.195,10.26,419.31,76.3844895844155
11.0,20.0,4.0,40.632611348957774,341.0,Yes,92.9969896568468,576.4943244673337,2,Standard,Low_spent_Small_value_payments,20.0,62152.59,8.0,4.0,12.0,2.0,5188.3825,2.75,874.6,99.34693587581953
1.0,10.0,4.0,32.988073883520336,399.0,No,282.6187532756352,341.40404987191107,1,Good,High_spent_Medium_value_payments,48.0,43090.57,3.0,4.0,8.0,1.0,3787.880833333333,5.55,1128.23,34.76528018578715
43.0,24.0,12.0,24.9171366244747,227.0,Yes,456.58341040856135,122.52955816503348,1,Bad,High_spent_Small_value_payments,31.0,62859.18000000001,9.0,9.0,29.0,7.0,5414.265,4.64,1634.56,242.3135314264052
20.0,9.0,2.0,41.7959277566294,188.0,No,94.61619461653405,734.3002143838447,2,Standard,High_spent_Medium_value_payments,52.0,77439.87,3.0,4.0,13.0,2.0,6504.322499999998,3.34,879.87,71.51584099962108
16.0,25.0,7.0,38.42395401298122,56.0,Yes,48.8617083968778,260.28720344289053,1,Bad,Low_spent_Medium_value_payments,30.0,9302.125,7.0,8.0,17.0,7.0,835.1770833333335,28.32,4056.54,34.36879649356504
41.0,21.0,11.0,26.013665550035945,138.0,Yes,105.06833952404696,249.1824280396673,1,Bad,High_spent_Medium_value_payments,45.0,40985.48,8.0,7.0,27.0,4.0,3329.456666666667,9.74,1941.84,87.0465237484451
16.0,4.0,7.0,29.373477441174032,349.0,No,111.9212809016044,391.33107056339713,1,Good,Low_spent_Small_value_payments,34.0,36607.63,0.0,6.0,5.0,2.0,2986.6358333333333,0.98,836.46,45.41123186833184
17.0,14.0,2.0,38.051010667517616,271.0,No,106.90676405560946,927.930569277724,2,Good,High_spent_Large_value_payments,33.0,90664.48,4.0,6.0,8.0,0.0,7848.373333333332,6.53,995.29,0.0
4.0,2.0,4.0,41.2170293932604,257.0,No,65.22814650559296,576.3163234269426,3,Good,High_spent_Large_value_payments,28.0,71169.3,2.0,4.0,5.0,4.0,6137.7750000000015,5.4,834.5,212.23303006746443
15.0,9.0,1.0,30.11228450171545,337.0,No,70.48223945944021,382.7095050793801,2,Good,Low_spent_Small_value_payments,23.0,21897.505,1.0,1.0,1.0,1.0,1986.792083333333,9.83,630.68,15.48746379451304
24.0,19.0,6.0,24.308804199706888,205.0,Yes,511.3484869487645,79.23947091185562,1,Standard,Low_spent_Large_value_payments,39.0,62927.92,7.0,5.0,31.0,4.0,4943.993333333333,9.32,2379.02,193.8113754727132
20.0,8.0,14.0,36.75422491433705,180.0,Yes,0.0,268.583521146052,1,Standard,Low_spent_Medium_value_payments,35.0,14968.48,6.0,5.0,33.0,7.0,1001.3733333333332,14.19,2190.95,62.405676626670726
29.0,9.0,2.0,29.60615238332236,192.0,No,261.78050066834857,734.2147493316513,2,Standard,High_spent_Medium_value_payments,36.0,89891.43000000002,8.0,3.0,8.0,0.0,7459.9525,6.98,1468.45,0.0
0.0,0.0,7.0,32.411769241841576,240.0,No,302.81395016151845,451.94408408457474,2,Good,High_spent_Medium_value_payments,54.0,72363.72,5.0,3.0,8.0,3.0,6124.31,6.85,364.45,137.67296575390688
46.0,15.0,12.0,25.78778366057275,103.0,Yes,22.533029508133307,268.32270198206004,1,Bad,Low_spent_Small_value_payments,42.0,7427.29,9.0,10.0,29.0,7.0,694.9408333333333,20.06,3750.27,28.63835184314001
25.0,12.0,3.0,37.22115697456928,318.0,No,80.40762974730126,367.5228929337096,2,Standard,High_spent_Small_value_payments,26.0,31731.94,5.0,6.0,10.0,3.0,2629.328333333333,11.51,889.42,75.0023106523225
26.0,11.0,3.0,25.495024198924646,267.0,Yes,414.01938381386657,267.3718561272776,2,Standard,Low_spent_Large_value_payments,52.0,55877.54,4.0,5.0,11.0,1.0,4477.461666666667,10.38,592.24,46.35492672552254
16.0,18.0,11.0,34.50246603886124,91.0,NM,30.58827349443651,288.6388984180213,1,Bad,Low_spent_Small_value_payments,16.0,7588.46,9.0,9.0,29.0,5.0,663.3716666666667,26.46,3948.86,27.109994754208863
12.0,1.0,5.0,37.48443649503185,198.0,No,113.46952582581817,427.294542171652,3,Good,Low_spent_Medium_value_payments,41.0,42121.92,4.0,5.0,7.0,3.0,3500.16,11.15,165.17,89.25193200252987
49.0,17.0,6.0,25.34958149706137,6.0,Yes,148.51404204914718,251.71640178623596,2,Bad,Low_spent_Medium_value_payments,31.0,18390.3,9.0,10.0,26.0,6.0,1626.525,24.89,3383.55,52.422056164616926
5.0,6.0,3.0,34.92281587059671,317.0,No,174.34819121970028,619.024437907389,3,Good,High_spent_Small_value_payments,43.0,82859.08,1.0,1.0,7.0,3.0,7200.923333333332,6.43,182.89,186.719704206244
9.0,16.0,7.0,34.901928764505875,196.0,Yes,0.0,233.8633701452665,3,Standard,Low_spent_Small_value_payments,20.0,7189.54,3.0,5.0,20.0,7.0,332.12833333333333,16.79,1997.66,34.07201429329868
6.0,6.0,1.0,36.5726540574159,287.0,No,974.584905497652,715.4845919363504,2,Good,High_spent_Large_value_payments,34.0,123665.0,2.0,7.0,8.0,4.0,10145.416666666666,1.38,561.42,336.22435148781767
8.0,3.0,5.0,35.42405307362905,281.0,No,564.6480616814337,587.8076331229701,3,Good,High_spent_Medium_value_payments,39.0,115645.65,5.0,8.0,10.0,1.0,9434.1375,10.25,66.47,70.95805519559642
7.0,9.0,3.0,26.48554263857573,296.0,NM,111.24554446980362,422.72122222607294,3,Good,High_spent_Medium_value_payments,54.0,32910.92,1.0,4.0,1.0,1.0,2895.5766666666664,4.55,1028.67,25.590899970790066
11.0,11.0,4.0,31.921575472330964,277.0,No,163.69461847079666,678.8199439223533,2,Good,High_spent_Large_value_payments,20.0,71614.2,0.0,7.0,2.0,2.0,6102.849999999999,5.13,1273.45,114.64434508986544
29.0,25.0,12.0,31.585347178739468,79.0,Yes,72.15614184226523,253.4695355625097,1,Bad,Low_spent_Medium_value_payments,23.0,9898.6,6.0,8.0,20.0,5.0,862.8833333333333,5.01,1302.29,40.66265592855844
12.0,10.0,3.0,25.27207039056233,298.0,No,126.31855496220145,693.8580563958058,3,Good,High_spent_Medium_value_payments,24.0,92949.78,0.0,5.0,10.0,4.0,7774.815,7.88,1037.46,197.3048886419928
12.0,14.0,1.0,23.29773145858501,384.0,No,12.736151802826516,309.70530653050685,2,Standard,High_spent_Medium_value_payments,43.0,9844.975,8.0,7.0,19.0,0.0,824.4145833333333,9.75,638.57,0.0
61.0,21.0,8.0,32.47577914075575,21.0,Yes,239.9915549008373,305.9500217420684,1,Bad,Low_spent_Medium_value_payments,25.0,60787.32,6.0,6.0,28.0,8.0,4850.61,24.93,4851.34,279.4056538871738
7.0,11.0,7.0,35.818161222336826,94.0,Yes,98.0890553882929,249.59895309786944,2,Standard,Low_spent_Small_value_payments,17.0,9409.45,5.0,6.0,13.0,7.0,952.1208333333334,10.11,209.02,37.524074847170965
7.0,17.0,7.0,39.08963306487652,386.0,Yes,224.59513645645615,237.6783305211784,2,Standard,Low_spent_Small_value_payments,16.0,31136.8,4.0,7.0,18.0,4.0,2612.733333333333,13.73,930.08,88.99986635569869
26.0,20.0,13.0,33.84693278292813,188.0,Yes,140.89318249900376,318.3818641586709,2,Bad,High_spent_Medium_value_payments,18.0,39039.8,10.0,6.0,29.0,8.0,3397.316666666667,7.33,1913.06,130.45662000899205
24.0,11.0,6.0,32.49185269302465,369.0,NM,137.58207539365077,307.35644405811706,2,Standard,Low_spent_Small_value_payments,39.0,29269.81,5.0,7.0,10.0,2.0,2141.1508333333336,13.67,504.78,39.1765638815655
9.0,8.0,2.0,29.292544792126463,346.0,NM,102.64101107760295,410.4349029379792,3,Good,High_spent_Medium_value_payments,45.0,39513.84,4.0,2.0,11.0,3.0,2993.82,9.63,1029.0,89.80089295649952
25.0,16.0,4.0,37.90862969362377,398.0,No,115.836637704168,392.97612228773255,3,Standard,High_spent_Medium_value_payments,47.0,29814.97,4.0,3.0,17.0,1.0,2731.580833333333,7.09,27.63,14.3453233414328
10.0,14.0,9.0,24.99814029372875,217.0,Yes,12.029296136672034,287.6071946587311,2,Standard,Low_spent_Small_value_payments,40.0,7023.16,7.0,3.0,10.0,3.0,767.2633333333333,12.67,335.3,17.08984253793023
24.0,9.0,4.0,25.38735947367975,132.0,Yes,561.7224363552093,643.7879044697643,2,Standard,High_spent_Large_value_payments,31.0,125285.32,8.0,3.0,19.0,2.0,10508.443333333336,7.85,1356.23,135.33399250836
4.0,0.0,5.0,31.03632912566557,323.0,No,219.1281854668806,617.6954129868321,3,Good,High_spent_Large_value_payments,53.0,91965.39,4.0,2.0,7.0,3.0,7877.7825,2.11,188.21,210.9546515462873
13.0,7.0,4.0,36.270058326451824,288.0,No,101.86591255455768,293.2637220609324,1,Good,Low_spent_Small_value_payments,36.0,16474.845,0.0,5.0,2.0,2.0,1247.9037500000004,4.17,340.96,19.660740384509907
14.0,0.0,6.0,25.99878237263168,273.0,No,677.2571210553199,569.2051289446803,3,Good,High_spent_Large_value_payments,19.0,112939.47,4.0,5.0,12.0,0.0,8734.37311793059,11.03,800.06,930.2493820694092
23.0,9.0,2.0,40.39858816158127,197.0,Yes,51.495998679443815,576.4643429983016,3,Standard,High_spent_Small_value_payments,43.0,57153.63,4.0,4.0,9.0,2.0,4641.8025,13.23,529.63,86.21990832225457
16.0,20.0,6.0,26.60766743024188,190.0,Yes,423.3475358476624,193.5220962237911,2,Standard,High_spent_Large_value_payments,17.0,54420.45,3.0,4.0,19.0,3.0,4681.0375,12.5,645.77,121.23411792854657
6.0,12.0,5.0,32.89760832741936,200.0,Yes,65.06582696518787,272.33499985510457,2,Standard,Low_spent_Small_value_payments,25.0,12593.445,4.0,4.0,7.0,2.0,763.4537499999999,8.42,43.68,18.94454817970755
2.0,3.0,1.0,27.05341535704408,254.0,No,920.6299684737094,443.3295810251527,3,Good,Low_spent_Medium_value_payments,40.0,145545.36,1.0,4.0,9.0,1.0,11984.78,9.73,168.33,114.51845050113783
4.0,12.0,2.0,32.76783493891857,247.0,No,90.55191068000023,807.4112876870176,3,Good,High_spent_Large_value_payments,47.0,121197.9,2.0,5.0,11.0,4.0,10285.825,2.3,203.65,370.6193016329824
11.0,6.0,2.0,31.64157955418753,198.0,No,150.9565163752379,462.8904836247621,3,Good,High_spent_Medium_value_payments,53.0,44789.64,2.0,3.0,8.0,0.0,3638.47,8.99,122.27,0.0
24.0,11.0,3.0,23.734863506097053,220.0,No,48.98154096925952,315.32677065401487,3,Good,Low_spent_Small_value_payments,47.0,11713.625,3.0,4.0,10.0,1.0,833.1354166666665,4.3,241.98,9.005230043392306
45.0,11.0,6.0,31.68253919018963,170.0,Yes,82.44084623411894,302.8309199450778,2,Standard,High_spent_Medium_value_payments,29.0,32300.64,6.0,7.0,28.0,5.0,2566.72,14.12,2092.65,102.66789369228708
5.0,8.0,1.0,29.45784097783469,249.0,No,233.42904157537828,287.11282639849287,2,Good,Low_spent_Small_value_payments,34.0,33765.68,0.0,5.0,8.0,1.0,2528.806666666667,1.27,469.44,22.338798692795567
3.0,8.0,5.0,23.99641415732232,353.0,No,147.10896555678914,469.8482844432109,3,Good,High_spent_Small_value_payments,48.0,41898.87,5.0,4.0,12.0,0.0,3669.5725,1.35,927.63,0.0
21.0,20.0,6.0,24.90543781617024,234.0,Yes,62.48515163599418,303.8141315587086,2,Standard,Low_spent_Small_value_payments,38.0,17442.09,8.0,6.0,5.0,2.0,1295.5075,16.34,1960.42,14.637790482507336
15.0,15.0,2.0,24.980604654487504,385.0,No,123.50189550633138,439.531825391544,3,Good,Low_spent_Large_value_payments,34.0,36802.82,4.0,3.0,7.0,1.0,2426.5641683461404,6.06,190.98,379.6830160097123
15.0,20.0,6.0,26.03715578515456,143.0,Yes,212.4564573242553,397.3675821513908,3,Standard,High_spent_Medium_value_payments,45.0,48610.06,5.0,4.0,10.0,3.0,4238.838333333333,7.27,1175.65,74.05979385768698
10.0,16.0,5.0,25.11674827863729,238.0,Yes,28.1173152285014,285.87507685811335,2,Standard,Low_spent_Small_value_payments,44.0,16808.35,8.0,6.0,11.0,7.0,1188.6958333333332,17.51,1330.72,64.87719124671851
9.0,1.0,0.0,26.233683311105928,287.0,No,79.11094203241367,526.4632481051783,3,Good,High_spent_Medium_value_payments,55.0,59782.0,0.0,5.0,7.0,4.0,5114.833333333333,8.2,264.0,155.90914319574145
28.0,9.0,1.0,27.45540706351749,220.0,Yes,564.9663793817691,393.3705317379545,2,Standard,Low_spent_Medium_value_payments,34.0,108361.32,7.0,5.0,10.0,4.0,8829.11,9.83,402.23,194.5740888802765
1.0,3.0,1.0,30.09066252824339,254.0,No,219.49239826438816,528.9204732104118,3,Good,High_spent_Medium_value_payments,34.0,70590.98,4.0,4.0,4.0,2.0,5602.581666666666,10.19,258.33,61.84529519186657
9.0,12.0,8.0,28.3944980361244,387.0,No,32.572507763557404,341.86798280271216,3,Good,Low_spent_Small_value_payments,20.0,17902.265,5.0,4.0,5.0,2.0,1306.8554166666663,3.55,450.32,16.24505110039709
10.0,8.0,7.0,27.91207033168889,190.0,No,64.17152539953136,916.377807933802,2,Good,High_spent_Large_value_payments,32.0,89477.92,1.0,4.0,7.0,0.0,7405.493333333333,1.89,1176.75,0.0
14.0,7.0,4.0,27.34213796236423,297.0,No,194.20152935937895,561.6571373072877,3,Good,High_spent_Medium_value_payments,37.0,58963.04,5.0,2.0,4.0,0.0,5058.586666666667,5.2,1227.73,0.0
7.0,15.0,4.0,25.36889180555902,296.0,Yes,154.89429630373647,505.8158072647636,2,Standard,High_spent_Large_value_payments,28.0,58731.76,5.0,3.0,14.0,2.0,4599.3133333333335,12.92,1229.65,79.2212297648333
23.0,16.0,4.0,39.579983326030494,190.0,Yes,125.50268859169992,571.1425254907524,2,Standard,High_spent_Large_value_payments,21.0,71507.36,8.0,6.0,20.0,1.0,6072.946666666668,18.05,1223.0,50.18137687379004
7.0,6.0,6.0,40.058962920239246,350.0,No,335.149892363364,1216.1198503714045,2,Good,High_spent_Large_value_payments,30.0,174179.64,1.0,7.0,8.0,1.0,14346.97,5.68,1355.93,123.42725726523172
22.0,21.0,5.0,25.53717038365929,163.0,Yes,69.78635354980203,292.5348692578484,2,Standard,Low_spent_Small_value_payments,37.0,14996.235,3.0,6.0,16.0,5.0,1439.68625,13.83,1100.64,61.64740219234954
24.0,13.0,9.0,29.03902254363772,223.0,Yes,245.06379161706056,421.8392915258127,1,Standard,Low_spent_Small_value_payments,32.0,60330.12,6.0,5.0,26.0,3.0,4952.51,8.97,2572.66,98.3479168571268
