Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month,Credit_Score
17.0,12.0,8.0,36.87011038262308,195.0,Yes,320.101338756991,583.110329111095,Standard,High_spent_Large_value_payments,34.0,99425.4,8.0,5.0,13.0,4.0,8157.450000000002,10.6,892.49,172.53333213191414,Standard
19.0,13.0,12.0,33.57326141826948,93.0,Yes,81.28217534607369,306.8731627402884,Standard,Low_spent_Small_value_payments,16.0,15669.6,5.0,10.0,27.0,5.0,1268.8,11.66,2004.47,35.28391360987881,Poor
8.0,5.0,0.0,30.596476731671626,366.0,No,40.02023955938255,392.39582794364816,Good,Low_spent_Small_value_payments,53.0,32029.98,2.0,5.0,4.0,3.0,2588.165,9.11,451.72,66.40043249696937,Good
11.0,11.0,5.0,41.747300200713305,282.0,Yes,395.510488206415,1028.141178460252,Standard,High_spent_Medium_value_payments,30.0,141474.2,3.0,3.0,18.0,0.0,11536.516666666668,15.62,364.38,0.0,Standard
14.0,1.0,7.0,39.33058508074226,357.0,No,830.9445314148372,209.98122973642705,Good,High_spent_Large_value_payments,51.0,125883.99,4.0,6.0,7.0,4.0,10508.3325,7.14,575.48,299.907488848736,Standard
24.0,22.0,6.0,35.8231645659974,87.0,Yes,40.82295865638935,392.36788499763054,Bad,Low_spent_Small_value_payments,21.0,32107.52,9.0,9.0,16.0,3.0,2537.6266666666666,7.04,1295.13,70.57182301264676,Poor
7.0,11.0,4.0,27.03261580730349,379.0,Yes,72.46707477018253,423.976181290776,Standard,High_spent_Small_value_payments,20.0,29892.37,7.0,3.0,13.0,2.0,2664.030833333333,12.11,695.39,29.95982727237482,Standard
28.0,0.0,4.0,34.65770290823929,256.0,No,161.0439398107239,245.9785079962708,Good,Low_spent_Small_value_payments,21.0,22019.77,0.0,5.0,8.0,3.0,1790.980833333333,8.94,1467.8,42.07563552633864,Poor
4.0,12.0,0.0,41.13422315300315,243.0,No,126.23857161599123,841.7275951303128,Good,Low_spent_Medium_value_payments,53.0,94187.25,4.0,5.0,4.0,1.0,7696.9375,6.99,1154.51,41.72758325369589,Good
12.0,20.0,4.0,29.644038000218853,207.0,No,302.6827460098684,516.8524253689625,Good,High_spent_Medium_value_payments,49.0,85710.48,6.0,4.0,5.0,3.0,7438.54,9.08,434.31,174.3188286211691,Standard
24.0,19.0,6.0,37.954037193783385,211.0,Yes,22.23435206723474,303.9674097778486,Bad,Low_spent_Small_value_payments,25.0,8361.59,10.0,7.0,33.0,7.0,640.7991666666667,9.35,1883.47,27.87815482158329,Poor
4.0,5.0,1.0,35.75663852956129,191.0,No,153.13976073038455,524.1417943559005,Good,High_spent_Large_value_payments,56.0,57260.5,1.0,6.0,11.0,1.0,4625.708333333333,6.95,923.05,35.28927824704822,Standard
8.0,11.0,1.0,33.146687069390424,197.0,No,162.4330564694144,744.5404730937737,Good,High_spent_Medium_value_payments,37.0,96048.0,3.0,4.0,6.0,2.0,8139.0,7.94,875.35,156.92647043681208,Good
12.0,15.0,11.0,25.567489121798967,121.0,Yes,96.00887891935749,265.298124002988,Standard,Low_spent_Small_value_payments,21.0,9901.355,7.0,5.0,21.0,3.0,887.9733798035326,10.54,2039.68,51.74382560745537,Poor
17.0,19.0,4.0,39.98395407943661,233.0,No,36.1186586952351,301.8037672475644,Standard,Low_spent_Small_value_payments,44.0,11391.83,8.0,5.0,1.0,4.0,752.3349060667548,10.02,589.97,60.29375132377905,Standard
36.0,16.0,8.0,30.203106061668485,133.0,Yes,42.23836637704572,259.6982553273757,Bad,Low_spent_Large_value_payments,42.0,15766.76,8.0,6.0,25.0,8.0,1288.8966666666668,29.49,3479.89,76.95304496224523,Poor
57.0,22.0,12.0,32.82688725557438,220.0,Yes,45.48514242128582,334.99109709325086,Standard,Low_spent_Small_value_payments,20.0,33502.1,7.0,9.0,27.0,6.0,2890.8416666666667,7.06,2362.68,158.60792715213003,Poor
37.0,23.0,12.0,33.5385606425018,23.0,Yes,15.212907538066366,319.1636775858256,Bad,Low_spent_Small_value_payments,34.0,19543.44,8.0,5.0,15.0,7.0,1592.62,25.57,3588.8,64.88541487610803,Standard
32.0,22.0,11.0,35.243325580232025,121.0,Yes,39.71727526499817,237.21544785462103,Bad,Low_spent_Small_value_payments,40.0,10079.865,9.0,6.0,26.0,9.0,576.98875,20.95,3459.41,44.861476216093095,Poor
9.0,10.0,1.0,38.00645603729604,394.0,No,326.04484516072387,444.59446144087167,Good,Low_spent_Medium_value_payments,40.0,75655.48,1.0,3.0,11.0,3.0,6016.623333333332,11.0,1174.52,111.02302673173772,Poor
29.0,20.0,8.0,37.02048890360276,85.0,Yes,55.41979673980809,403.32047154181794,Bad,High_spent_Large_value_payments,22.0,45947.10000000001,9.0,9.0,31.0,7.0,3843.925000000001,17.49,3813.3,165.6522317183741,Poor
17.0,13.0,10.0,30.94087817239349,141.0,Yes,126.78243929255656,425.7928132962289,Standard,High_spent_Medium_value_payments,32.0,69073.65,6.0,7.0,7.0,6.0,5761.1375,16.31,509.41,273.5384974112144,Standard
22.0,10.0,3.0,39.10542435737924,349.0,Yes,396.6510940380567,220.74988352584552,Standard,Low_spent_Small_value_payments,48.0,59861.2,3.0,4.0,6.0,4.0,4847.433333333333,13.04,511.5,157.3423557694311,Standard
22.0,11.0,3.0,28.66708678316036,231.0,No,1403.610667706785,1005.5179487243888,Standard,Low_spent_Small_value_payments,43.0,132856.92,3.0,5.0,8.0,0.0,11000.410000000002,10.22,1141.68,0.0,Good
5.0,3.0,0.0,31.8396062805977,392.0,No,201.75132754781745,234.478179613614,Good,Low_spent_Small_value_payments,49.0,38750.41,1.0,5.0,7.0,4.0,2987.200833333334,8.39,2.43,121.72664063792092,Good
30.0,25.0,16.0,34.82752896744358,60.0,Yes,100.93950698758589,262.9661812418394,Bad,Low_spent_Small_value_payments,20.0,14681.68,6.0,7.0,22.0,6.0,1281.4733333333334,24.52,2918.12,54.24164510390806,Standard
6.0,9.0,0.0,31.997707981774298,198.0,No,448.9082070631444,640.1108501699608,Standard,High_spent_Medium_value_payments,31.0,106546.08,8.0,3.0,13.0,1.0,8951.84,11.21,206.52,86.16494276689505,Standard
3.0,8.0,7.0,31.364922015489302,376.0,No,363.4246432471286,234.03427341953807,Good,Low_spent_Small_value_payments,52.0,35659.07,2.0,4.0,1.0,0.0,3074.589166666666,11.84,665.28,0.0,Good
24.0,20.0,6.0,32.89447734164985,71.0,NM,242.4954738251962,460.85234435144287,Standard,Low_spent_Medium_value_payments,36.0,69870.88,3.0,6.0,7.0,3.0,6020.573333333334,8.26,2106.68,148.70951515669438,Standard
17.0,18.0,9.0,25.725088352193083,34.0,Yes,40.077977114454455,289.10457252336914,Bad,Low_spent_Small_value_payments,26.0,20602.02,10.0,8.0,23.0,7.0,1727.835,4.49,4946.5,93.60095036217648,Poor
30.0,9.0,8.0,35.237505506043966,163.0,Yes,128.13213384264222,339.1867141241644,Standard,High_spent_Small_value_payments,42.0,42265.53,7.0,5.0,32.0,6.0,3297.1275,9.0,2107.97,112.3939020331934,Poor
26.0,14.0,1.0,33.742586127409595,389.0,No,199.54497487038495,250.53777512961503,Standard,Low_spent_Small_value_payments,24.0,21453.93,6.0,4.0,9.0,0.0,1600.8275,10.96,162.76,0.0,Standard
25.0,20.0,7.0,33.11408567432733,191.0,Yes,23.416599018138985,322.9208342257604,Standard,Low_spent_Small_value_payments,33.0,12629.6,7.0,3.0,17.0,2.0,941.4666666666668,19.97,1090.8,17.809233422767285,Standard
27.0,8.0,2.0,28.38093747314532,398.0,No,732.8395583189207,514.113694820029,Good,Low_spent_Large_value_payments,25.0,139391.8,5.0,4.0,9.0,3.0,11526.983333333332,4.05,611.96,175.74508019438346,Poor
51.0,19.0,10.0,35.345089380022394,92.0,Yes,68.29206170030197,249.1662402529355,Bad,High_spent_Small_value_payments,21.0,14795.73,6.0,6.0,16.0,6.0,1011.9775,15.53,3124.43,63.73944804676253,Standard
48.0,21.0,7.0,33.68166230491453,39.0,Yes,46.47488325475442,265.1586644292844,Bad,Low_spent_Small_value_payments,29.0,14602.16,10.0,8.0,33.0,7.0,1222.8466666666666,18.02,4205.7,80.65111898262793,Standard
25.0,14.0,3.0,31.32847286189564,221.0,NM,100.12246589088528,417.1149304115369,Standard,Low_spent_Small_value_payments,26.0,36901.31,8.0,5.0,18.0,1.0,2952.109166666666,5.2,100.36,27.973520364244443,Good
10.0,12.0,0.0,35.159454060661545,242.0,NM,303.49898984585167,338.395574560242,Standard,Low_spent_Medium_value_payments,33.0,86274.99,6.0,7.0,12.0,3.0,6929.5825,17.33,138.25,167.08439573345802,Standard
9.0,8.0,0.0,39.07337918818939,244.0,No,79.87742610206409,339.67579308211964,Good,High_spent_Medium_value_payments,24.0,20188.02,4.0,3.0,6.0,3.0,1851.335,1.31,399.92,25.58028081581637,Good
14.0,3.0,3.0,35.87487927068488,348.0,No,560.7179910126612,299.17670806742456,Good,Low_spent_Medium_value_payments,36.0,88147.53,2.0,3.0,8.0,3.0,7477.6275,11.78,1416.48,167.86805091991428,Standard
11.0,10.0,1.0,37.51416962357625,347.0,No,68.6186351903883,356.1178654813836,Good,Low_spent_Small_value_payments,29.0,18331.415,2.0,5.0,3.0,3.0,1722.6179166666668,2.84,1012.22,37.525290994894746,Good
6.0,15.0,4.0,38.25230782066237,314.0,Yes,39.00913427228529,362.8196157277148,Standard,Low_spent_Medium_value_payments,55.0,12975.45,3.0,6.0,15.0,0.0,1087.1536593216754,15.91,566.98,0.0,Standard
21.0,14.0,8.0,35.90923516081185,156.0,Yes,253.9544566960051,98.5840092513682,Bad,High_spent_Large_value_payments,31.0,74902.8,8.0,8.0,33.0,9.0,6272.9000000000015,20.13,2900.49,534.7515340526268,Poor
56.0,23.0,12.0,36.22802154216087,158.0,Yes,345.13187976586016,291.9953234159948,Bad,Low_spent_Medium_value_payments,22.0,70383.0,9.0,5.0,26.0,7.0,6119.25,26.82,4440.34,254.7977968181452,Standard
16.0,22.0,8.0,27.675108742229728,192.0,Yes,56.23357957859599,325.96889472830634,Standard,Low_spent_Medium_value_payments,25.0,16063.455,8.0,6.0,7.0,2.0,1142.62125,15.79,355.79,22.0596506930977,Standard
14.0,12.0,1.0,38.28836918429019,188.0,NM,254.606739978122,643.5140630615465,Standard,Low_spent_Small_value_payments,27.0,81320.88,7.0,3.0,15.0,1.0,6764.740000000002,10.34,520.44,48.3531969603316,Standard
48.0,22.0,7.0,26.20066097488129,27.0,Yes,132.06351129595097,303.92771933252067,Bad,High_spent_Large_value_payments,25.0,73584.0,6.0,8.0,19.0,9.0,6205.0,27.67,4645.81,424.5087693715284,Poor
20.0,11.0,4.0,39.844297932825725,178.0,NM,187.02086300980525,228.9427454540704,Standard,Low_spent_Medium_value_payments,37.0,19920.93,8.0,3.0,11.0,2.0,1470.0775,18.44,2645.5,21.04414153612437,Standard
0.0,8.0,3.0,28.49884877291397,304.0,No,186.3393861098432,605.6603318235797,Good,High_spent_Medium_value_payments,40.0,72608.32,5.0,6.0,9.0,1.0,5855.693333333334,9.78,339.2,43.56961539991057,Poor
8.0,3.0,5.0,29.480647623352475,337.0,NM,233.35122553317316,482.83817482431306,Good,High_spent_Medium_value_payments,55.0,69823.72,4.0,2.0,3.0,4.0,5547.6433333333325,6.97,163.11,128.57493297584722,Standard
27.0,17.0,1.0,40.392338677317056,353.0,NM,62.188974920756905,926.3370250792432,Standard,Low_spent_Medium_value_payments,49.0,89427.12,6.0,5.0,9.0,0.0,7485.259999999998,18.15,1286.5,0.0,Standard
16.0,18.0,3.0,25.82973698682012,359.0,Yes,137.5048819775721,680.585618022428,Standard,High_spent_Small_value_payments,46.0,72034.86,5.0,6.0,13.0,0.0,5780.905,13.76,1030.69,0.0,Standard
11.0,13.0,1.0,27.433311897984414,288.0,No,247.26442712777387,231.46558853962296,Good,Low_spent_Small_value_payments,35.0,28415.93,2.0,2.0,12.0,2.0,2241.994166666667,2.4,1112.8,35.469400999269865,Good
14.0,5.0,1.0,41.29413848953797,261.0,No,318.55336150442,1001.7492258112028,Good,Low_spent_Small_value_payments,23.0,151722.56,5.0,5.0,2.0,2.0,12352.546666666669,2.89,218.25,164.95207935104418,Standard
25.0,15.0,0.0,24.00776652034057,208.0,NM,89.41213765699649,291.5997033214164,Standard,Low_spent_Small_value_payments,28.0,13913.795,7.0,4.0,11.0,3.0,1156.4829166666666,11.01,1470.31,24.63645068825372,Standard
20.0,13.0,11.0,30.89896086608339,180.0,Yes,129.23284363383357,410.50613595812536,Standard,High_spent_Medium_value_payments,46.0,42331.14,6.0,5.0,9.0,2.0,3280.595,16.48,1288.78,48.32052040804102,Standard
23.0,11.0,5.0,31.84484828171535,113.0,NM,194.2303629348843,409.14697016894377,Standard,Low_spent_Small_value_payments,24.0,68354.84,5.0,5.0,7.0,7.0,5851.236666666668,15.95,914.82,241.74633356283871,Standard
45.0,24.0,12.0,36.03712116394434,36.0,Yes,28.35872963050568,378.45838745844856,Bad,High_spent_Large_value_payments,22.0,45455.94,7.0,9.0,21.0,7.0,3917.995,5.15,3982.17,224.98238291104585,Poor
5.0,5.0,2.0,30.2133145560038,290.0,No,261.4988486190823,334.6871698832374,Good,Low_spent_Medium_value_payments,36.0,89780.85,4.0,5.0,12.0,4.0,7647.7375,3.64,540.26,186.46847727253527,Good
27.0,21.0,4.0,25.119171326797183,389.0,Yes,67.38373916939545,420.17606589809486,Standard,Low_spent_Large_value_payments,38.0,27947.42,7.0,5.0,15.0,2.0,2488.9516666666664,11.04,1472.05,31.33536159917632,Standard
6.0,11.0,5.0,36.8118070730155,211.0,No,355.67824794714767,413.0087788395148,Good,Low_spent_Medium_value_payments,24.0,68281.18,4.0,3.0,2.0,2.0,5920.098333333332,9.49,476.18,103.32280654667072,Good
18.0,8.0,0.0,26.195055462717107,383.0,Yes,200.5720263919064,415.9836576149978,Standard,High_spent_Medium_value_payments,31.0,71983.5,5.0,6.0,18.0,4.0,5966.625,19.41,519.33,230.1068159930957,Standard
13.0,16.0,0.0,34.241879666318695,299.0,No,1001.3823627585264,75.95842147152439,Standard,High_spent_Large_value_payments,42.0,104564.64,4.0,7.0,8.0,2.0,9002.72,9.64,100.49,112.9312157699492,Standard
0.0,7.0,3.0,26.770275749195328,398.0,No,117.1577229430572,357.3839792433874,Good,Low_spent_Large_value_payments,25.0,22244.25,0.0,5.0,12.0,1.0,2007.6875,5.03,1431.94,16.227047813555437,Standard
28.0,8.0,3.0,33.483298631878746,344.0,No,167.30453886024156,380.4927944730918,Good,High_spent_Small_value_payments,41.0,35615.68,2.0,3.0,8.0,0.0,2677.973333333333,5.05,1448.89,0.0,Poor
8.0,7.0,1.0,44.06962033081075,386.0,NM,219.21814143732848,1172.7570367587712,Good,High_spent_Large_value_payments,35.0,147048.8,0.0,1.0,10.0,1.0,12299.066666666666,3.14,1205.32,77.93148847056737,Good
18.0,11.0,4.0,27.90514100158801,139.0,NM,79.4005071896808,360.36022430993467,Standard,Low_spent_Small_value_payments,19.0,22265.03,6.0,5.0,18.0,3.0,1723.4191666666666,19.48,1337.06,35.21912051303133,Standard
28.0,3.0,5.0,28.84482941395916,252.0,No,110.08540725537428,405.7182594112924,Good,Low_spent_Large_value_payments,24.0,29280.44,2.0,5.0,3.0,0.0,2237.716497885463,11.93,93.91,220.32016878120345,Poor
54.0,13.0,11.0,31.9968490214394,108.0,NM,52.2039561546296,264.2857682647673,Bad,Low_spent_Small_value_payments,41.0,8917.805,7.0,8.0,16.0,7.0,884.1504166666667,0.87,1831.48,29.609095213330235,Poor
27.0,20.0,6.0,39.90226349067671,211.0,Yes,127.73828659225502,249.7279267988164,Bad,Low_spent_Small_value_payments,40.0,17379.88,7.0,7.0,22.0,9.0,1657.3233333333335,6.85,2383.67,78.26611994226198,Poor
22.0,14.0,0.0,36.89227247457093,305.0,NM,55.228399900034894,700.2405008517783,Standard,High_spent_Large_value_payments,24.0,84127.96,5.0,4.0,8.0,4.0,6919.663333333334,9.81,1383.41,176.49743258152031,Poor
5.0,0.0,1.0,35.76745264404638,394.0,NM,25.28922989405391,391.70421280135866,Good,Low_spent_Small_value_payments,49.0,38750.41,1.0,5.0,7.0,4.0,2987.200833333334,8.39,2.43,121.72664063792092,Good
30.0,19.0,0.0,38.697562987416575,295.0,Yes,404.1785303857848,830.199878633194,Standard,High_spent_Medium_value_payments,48.0,116624.4,5.0,5.0,6.0,3.0,9633.7,14.67,394.94,259.7866933766731,Poor
2.0,6.0,1.0,34.17983627068479,368.0,No,529.9007128620764,390.0158364516359,Good,High_spent_Large_value_payments,44.0,102626.97,1.0,4.0,2.0,4.0,8733.2475,7.78,1179.1,223.40820068628773,Good
8.0,10.0,2.0,27.27640588329733,228.0,No,157.91837767349637,347.8080246104817,Good,Low_spent_Small_value_payments,24.0,44640.32,3.0,6.0,1.0,4.0,3792.026666666666,10.19,700.43,123.47626438268856,Standard
25.0,16.0,3.0,27.62405244079247,263.0,No,45.53255209252547,348.20839301681417,Standard,High_spent_Large_value_payments,52.0,22246.44,4.0,6.0,20.0,2.0,1721.87,11.04,8.2,28.446054890660324,Standard
1.0,10.0,1.0,33.06884736415768,390.0,No,462.9490418552928,450.2081026265277,Good,Low_spent_Medium_value_payments,20.0,86304.38,5.0,2.0,12.0,1.0,7148.031666666668,2.67,6.41,71.64602218484617,Good
6.0,10.0,6.0,32.60960409142568,197.0,Yes,155.66402983181231,237.7996334275053,Standard,High_spent_Large_value_payments,22.0,23195.18,8.0,6.0,14.0,5.0,1768.9316666666666,14.52,458.8,53.429503407349046,Standard
28.0,19.0,6.0,24.60678227251304,78.0,NM,56.51214292150436,268.61724020423503,Bad,Low_spent_Small_value_payments,25.0,7304.055,10.0,9.0,33.0,3.0,425.55017862808165,17.81,1991.85,43.85881324617888,Poor
20.0,16.0,3.0,23.094692219042567,389.0,No,19.28446886267321,369.2070518751248,Good,Low_spent_Small_value_payments,27.0,24390.29,3.0,6.0,3.0,3.0,1762.5241666666668,4.7,523.63,37.760895928868734,Poor
23.0,14.0,12.0,33.96409431796656,190.0,Yes,145.68399446399133,211.82776253302217,Standard,Low_spent_Small_value_payments,36.0,10025.2,10.0,10.0,21.0,7.0,1089.4333333333334,16.88,1409.58,41.43157633631988,Poor
35.0,23.0,11.0,33.77311551410782,224.0,Yes,110.51381150534924,257.7935830506604,Bad,Low_spent_Small_value_payments,39.0,20382.97,6.0,9.0,28.0,6.0,1451.5808333333334,8.03,2536.84,56.85068877732368,Poor
30.0,13.0,11.0,23.63112033817,200.0,Yes,58.235851165722245,320.5742552869802,Standard,Low_spent_Small_value_payments,22.0,15081.12,8.0,7.0,22.0,4.0,1298.76,19.08,1987.21,41.06589354729759,Poor
12.0,2.0,3.0,34.069158675824745,390.0,No,141.23580348911696,506.291944061081,Good,High_spent_Medium_value_payments,34.0,56500.7,2.0,3.0,4.0,2.0,4765.391666666666,7.86,991.98,79.01141911646876,Standard
22.0,17.0,10.0,34.05252901472856,239.0,Yes,236.3358971115956,229.47449134577928,Standard,High_spent_Large_value_payments,34.0,31155.48,7.0,4.0,21.0,5.0,2527.29,12.48,2598.3,76.9186115426252,Poor
21.0,21.0,2.0,29.50051018296104,308.0,No,58.44084342038172,722.4679065796182,Standard,High_spent_Medium_value_payments,42.0,63901.05,4.0,6.0,19.0,0.0,5409.0875,10.49,1253.04,0.0,Standard
42.0,26.0,11.0,37.62271142824924,149.0,Yes,68.3551992276186,227.1780469416804,Bad,Low_spent_Small_value_payments,17.0,8723.565,10.0,10.0,33.0,9.0,506.96375,16.6,4200.42,45.16312883070099,Standard
4.0,6.0,1.0,24.35889986432117,337.0,No,75.17410997794875,420.9858772727697,Good,High_spent_Medium_value_payments,43.0,37424.09,4.0,5.0,5.0,2.0,3182.674166666666,3.55,509.45,62.10742941594819,Good
16.0,10.0,1.0,37.66206743514545,282.0,No,118.60043717807974,267.53248285505936,Standard,Low_spent_Small_value_payments,47.0,20229.03,8.0,5.0,10.0,3.0,1966.7525,10.93,1352.13,35.33336984134754,Poor
26.0,10.0,6.0,32.12679070961432,332.0,No,248.98127779186305,458.6117146936323,Good,High_spent_Medium_value_payments,27.0,63484.24,5.0,7.0,10.0,2.0,5157.3533333333335,11.12,295.16,68.14234084783807,Poor
11.0,12.0,2.0,30.34687003264125,361.0,No,350.9856153981568,378.2757209234505,Standard,Low_spent_Small_value_payments,28.0,70883.44,4.0,4.0,10.0,3.0,5663.953333333334,10.23,604.77,97.13399701172608,Good
43.0,24.0,10.0,38.99171178361007,120.0,Yes,145.26427303749173,241.57367443657583,Bad,Low_spent_Small_value_payments,28.0,29281.94,6.0,7.0,22.0,8.0,2588.1616666666664,19.91,4432.46,161.97821919259908,Poor
20.0,16.0,3.0,22.594137743817324,390.0,No,1212.2646654914768,78.71838918690298,Standard,High_spent_Large_value_payments,34.0,144446.72,5.0,3.0,10.0,2.0,11874.226666666667,4.26,1098.96,176.43961198828706,Good
11.0,1.0,1.0,41.54869445435965,216.0,No,60.758874041555,505.4342926251117,Good,Low_spent_Small_value_payments,34.0,36539.18,2.0,5.0,11.0,0.0,3101.0853633916267,5.32,15.03,160.84630327504047,Good
8.0,7.0,6.0,31.20745652742579,239.0,NM,51.793998163173065,501.2096476274925,Standard,High_spent_Medium_value_payments,26.0,42277.83,8.0,4.0,14.0,2.0,3724.1525,12.59,1469.21,59.41160420933448,Standard
22.0,12.0,0.0,28.69926504681743,364.0,Yes,83.8519827329472,258.89159727706,Standard,Low_spent_Small_value_payments,41.0,12162.055,5.0,7.0,13.0,3.0,805.5045833333335,10.84,1179.95,27.80687832332613,Standard
12.0,16.0,0.0,32.315577562051054,316.0,Yes,100.22098451925788,469.7122798752115,Standard,High_spent_Medium_value_payments,29.0,58301.44,3.0,7.0,19.0,4.0,4998.453333333334,7.44,352.44,169.9120689388641,Standard
12.0,19.0,4.0,39.45235721253236,206.0,No,162.87594502045746,646.6592263583734,Good,High_spent_Medium_value_payments,49.0,85710.48,6.0,4.0,5.0,3.0,7438.54,9.08,434.31,174.3188286211691,Good
17.0,9.0,5.0,39.45970293489561,354.0,No,374.25205473424745,454.5101201869982,Good,High_spent_Large_value_payments,53.0,82146.63,5.0,3.0,6.0,3.0,6770.552500000002,2.46,804.62,128.29307507875444,Standard
49.0,19.0,10.0,39.1658188416931,10.0,Yes,78.71979748169845,311.5106463536846,Bad,Low_spent_Medium_value_payments,31.0,18390.3,9.0,10.0,26.0,6.0,1626.525,24.89,3383.55,52.422056164616926,Standard
28.0,22.0,10.0,37.2786311011939,181.0,NM,168.0770035468895,320.13567974247445,Bad,Low_spent_Small_value_payments,26.0,36039.18,10.0,9.0,24.0,7.0,3169.265,5.16,2397.0,108.71381671063608,Poor
22.0,15.0,6.0,41.43838167140309,118.0,Yes,37.09163633622649,356.05253840885706,Standard,Low_spent_Small_value_payments,37.0,17172.14,5.0,6.0,15.0,3.0,1381.0116666666663,19.21,2334.98,24.95699192158311,Poor
26.0,11.0,3.0,26.1682672645075,367.0,Yes,195.52684368591545,337.0383431798937,Standard,High_spent_Medium_value_payments,36.0,43287.28,7.0,6.0,13.0,4.0,3839.273333333333,14.15,1393.19,111.3621464675242,Standard
19.0,14.0,3.0,27.49717741354897,359.0,NM,708.30497930941,147.34504226864794,Standard,High_spent_Large_value_payments,31.0,88325.84,7.0,3.0,12.0,3.0,7622.486666666668,8.81,780.59,186.59864508860875,Standard
50.0,23.0,9.0,35.466884545821536,186.0,Yes,115.25785803331216,221.5571491656244,Bad,High_spent_Medium_value_payments,31.0,33656.12,9.0,8.0,27.0,8.0,2821.6766666666667,6.42,2181.98,215.35265946773004,Standard
11.0,6.0,5.0,39.52843870825676,234.0,No,177.94641445760135,804.7187119350059,Good,High_spent_Medium_value_payments,43.0,112287.51,3.0,5.0,5.0,3.0,9097.2925,3.84,281.28,167.0641236073926,Poor
59.0,19.0,12.0,30.04940528345996,168.0,Yes,122.94463439621632,292.96900035449767,Standard,Low_spent_Medium_value_payments,42.0,30617.5,9.0,7.0,20.0,6.0,2348.458333333333,12.16,2058.93,108.9321985826193,Poor
6.0,22.0,15.0,35.887389451249966,165.0,Yes,113.2798490667002,241.9606484458584,Standard,Low_spent_Small_value_payments,38.0,34134.78,8.0,7.0,25.0,7.0,2707.565,19.06,2374.78,195.5160024874414,Standard
8.0,6.0,1.0,31.13294532640723,195.0,No,168.04112770238171,984.6655253387188,Good,High_spent_Large_value_payments,51.0,121675.68,2.0,7.0,3.0,1.0,10085.64,3.0,984.27,95.8573469588994,Standard
19.0,14.0,3.0,30.82616183861675,326.0,NM,657.1595275493306,332.9905045148606,Standard,High_spent_Large_value_payments,48.0,102085.2,8.0,3.0,1.0,3.0,8751.1,0.51,263.7,164.95996793580892,Good
5.0,12.0,2.0,28.40647359384861,254.0,No,52.5773739354815,362.05756030694016,Good,Low_spent_Small_value_payments,43.0,19711.14,1.0,4.0,11.0,1.0,1490.595,4.23,334.63,14.424565757578272,Poor
40.0,24.0,10.0,28.20490385719696,168.0,Yes,157.68416426750616,226.2696309043125,Bad,Low_spent_Small_value_payments,38.0,19850.31,6.0,7.0,15.0,5.0,1688.1925,6.57,3531.0,74.86545482818141,Poor
27.0,9.0,2.0,40.45496744734247,226.0,No,255.4333864026453,662.6240709025155,Standard,High_spent_Large_value_payments,43.0,95933.64,7.0,4.0,13.0,4.0,8167.47,9.7,1387.35,218.133955004258,Standard
15.0,13.0,3.0,31.34727801550739,211.0,No,642.6421296168405,327.3815197386998,Good,High_spent_Medium_value_payments,21.0,110110.04,8.0,4.0,12.0,4.0,9238.836666666666,5.61,1495.41,233.86001731112623,Standard
9.0,15.0,8.0,26.895701710655068,189.0,Yes,230.1213635458797,387.2402933910506,Standard,High_spent_Medium_value_payments,26.0,45834.57,7.0,7.0,19.0,2.0,3816.5475,15.07,2482.46,54.293093063069655,Poor
22.0,13.0,8.0,29.9904794818856,212.0,NM,172.451359969033,483.8198115972484,Standard,High_spent_Medium_value_payments,28.0,51324.82,7.0,3.0,11.0,1.0,4350.068333333334,7.49,138.16,28.735661767051905,Standard
26.0,20.0,12.0,23.284244810945268,107.0,NM,51.37568683790388,286.63949403465983,Bad,Low_spent_Small_value_payments,36.0,7233.01,10.0,8.0,30.0,5.0,666.7508333333334,9.16,2179.32,18.659902460769647,Poor
45.0,19.0,13.0,33.78601962941559,215.0,Yes,60.99544195229058,287.5213772195904,Standard,High_spent_Medium_value_payments,21.0,8255.925,9.0,5.0,15.0,5.0,831.99375,18.84,2619.81,31.00373228332689,Poor
10.0,15.0,1.0,28.769301399138183,290.0,No,68.62950011663314,357.9600903113601,Standard,Low_spent_Small_value_payments,31.0,19042.82,6.0,5.0,18.0,1.0,1635.9016666666666,3.12,659.68,10.90877618998949,Standard
26.0,3.0,6.0,37.03215486884162,272.0,No,201.742909646216,916.6546569947624,Good,High_spent_Large_value_payments,48.0,124814.04,1.0,3.0,7.0,2.0,10164.17,6.36,660.33,138.01943335902186,Standard
30.0,18.0,14.0,24.8987116139309,114.0,Yes,173.07220704386998,220.911876522574,Bad,High_spent_Large_value_payments,23.0,19286.26,9.0,9.0,20.0,6.0,1703.188333333333,28.01,4019.02,66.33474976688943,Poor
15.0,12.0,5.0,39.05220042539679,76.0,NM,127.67095956033997,381.69229612827553,Standard,Low_spent_Small_value_payments,37.0,33799.36,5.0,3.0,19.0,4.0,2944.613333333333,16.35,173.76,75.09807764471795,Standard
