ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
5069228,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330,-962,1,0,1,0,Sales staff,2.0,0
5095897,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,Managers,3.0,0
5092409,M,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-21649,-3000,1,1,1,0,Drivers,2.0,0
5038866,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,1,0,1,0,Laborers,3.0,0
5050514,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19488,-3119,1,1,0,0,Sales staff,2.0,0
5142788,F,Y,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23728,365243,1,0,0,0,,2.0,0
5139898,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,3.0,0
5137535,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,1,0,0,Drivers,2.0,0
5118398,M,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-11365,-2745,1,1,1,0,Core staff,2.0,0
5062328,M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,,1.0,0
5045597,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-14966,-170,1,0,0,0,,2.0,0
5092337,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19054,-1296,1,0,0,0,Cleaning staff,2.0,0
5028561,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15653,-5500,1,0,0,1,Core staff,2.0,0
5142277,M,N,Y,0,189000.0,Commercial associate,Higher education,Single / not married,House / apartment,-8111,-287,1,0,0,0,,1.0,0
5089045,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,1,0,0,Laborers,1.0,0
5065566,F,N,N,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-13719,-17,1,0,0,0,Sales staff,2.0,0
5146338,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16173,-674,1,0,0,0,Sales staff,2.0,0
5149852,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14923,-5434,1,1,1,0,,4.0,0
5046349,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16224,-2574,1,0,0,0,Security staff,2.0,0
5113118,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,0
5067700,M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,-19087,-4434,1,0,1,0,Managers,2.0,0
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2.0,0
5132833,M,Y,N,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-22647,-3847,1,0,1,0,Laborers,2.0,0
5054180,M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12241,-1581,1,1,0,0,Managers,3.0,0
5137099,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,With parents,-12134,-200,1,0,1,0,,2.0,0
5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14876,-716,1,0,0,0,Laborers,4.0,0
5038573,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0
5054042,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-14290,-1308,1,0,1,0,Cooking staff,3.0,0
5111161,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,3.0,0
5117602,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098,-2257,1,0,0,0,Core staff,2.0,0
5023718,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2.0,0
5091701,F,N,Y,0,292500.0,Working,Higher education,Single / not married,House / apartment,-15303,-108,1,0,0,0,,1.0,0
5042332,F,N,Y,1,90000.0,Working,Higher education,Married,House / apartment,-10520,-2378,1,0,0,0,Laborers,3.0,0
5079236,F,N,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,-14446,-3161,1,0,0,0,,1.0,0
5143410,F,N,Y,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22266,365243,1,0,0,0,,2.0,0
5135501,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-17979,-1782,1,1,0,0,Laborers,1.0,0
5053601,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-21088,-8855,1,0,0,0,Laborers,2.0,0
5021937,F,N,Y,0,67500.0,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,,2.0,0
5096000,M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-9943,-554,1,1,0,0,Managers,3.0,0
5021846,F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8993,-152,1,1,0,0,Medicine staff,3.0,0
5022834,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,2.0,0
5132502,F,N,Y,0,180000.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-19527,365243,1,0,1,0,,1.0,0
5045543,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,-10937,-1539,1,0,0,0,High skill tech staff,4.0,0
5067387,M,Y,Y,2,254700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17254,-9131,1,0,1,0,Laborers,4.0,0
5117681,F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23147,365243,1,0,1,0,,1.0,0
5047747,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10086,-1679,1,0,0,0,Sales staff,4.0,0
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738,-4766,1,1,1,0,Private service staff,2.0,0
5105971,F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,-9932,-668,1,0,1,1,Accountants,3.0,0
5146408,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10072,-1101,1,1,1,0,Core staff,1.0,0
5113335,M,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21027,-2719,1,0,0,0,Security staff,1.0,0
5089558,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,-11406,-3078,1,1,0,0,Managers,1.0,0
5089664,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,1,0,0,Core staff,1.0,0
5023241,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,,4.0,0
5023462,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1.0,0
5029139,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12570,-3095,1,1,0,0,Managers,2.0,0
5051046,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-22407,-2174,1,0,0,0,Laborers,2.0,0
5029477,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-16337,-2727,1,1,1,0,,2.0,0
5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678,-7018,1,0,0,0,Core staff,5.0,0
5053889,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,1.0,0
5051097,F,N,N,0,69750.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-21986,365243,1,0,1,0,,1.0,0
5069264,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12821,-931,1,0,1,1,Laborers,3.0,0
5022882,M,Y,Y,1,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,2.0,0
5095461,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10707,-765,1,0,0,0,HR staff,1.0,0
5100458,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14893,-2622,1,0,0,0,Medicine staff,4.0,0
5079085,M,N,N,1,162000.0,Working,Higher education,Married,Municipal apartment,-11045,-939,1,0,0,0,,3.0,0
5150422,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22116,365243,1,0,0,0,,1.0,0
5041693,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0,0
5125255,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,-12794,-3574,1,0,0,0,,3.0,0
5079020,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-8963,-1486,1,0,1,0,Core staff,3.0,0
5010926,F,Y,Y,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,4.0,0
5099822,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,0
5091622,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12013,-3973,1,1,0,0,Accountants,2.0,0
5117336,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15027,-2257,1,0,1,0,Sales staff,1.0,0
5091479,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10087,-1447,1,0,0,0,,4.0,0
5051202,M,Y,N,1,135000.0,Working,Incomplete higher,Married,House / apartment,-13524,-1293,1,0,1,0,,3.0,0
5092347,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,1.0,0
5069048,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21578,365243,1,0,0,0,,1.0,0
5125130,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17279,-195,1,1,1,0,Accountants,2.0,0
5142961,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12239,-2600,1,1,1,0,Managers,3.0,0
5054345,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348,-424,1,1,1,0,Sales staff,1.0,0
5028827,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-19338,-1695,1,0,0,0,Drivers,2.0,0
5125394,M,Y,N,0,292500.0,Working,Higher education,Married,House / apartment,-18115,-713,1,0,0,0,Managers,2.0,0
5091090,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,-19700,-10994,1,0,0,0,,4.0,0
5125935,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,-9862,-1868,1,1,0,0,Sales staff,4.0,0
5026252,F,N,N,0,135000.0,Pensioner,Higher education,Widow,House / apartment,-21232,365243,1,0,1,0,,1.0,0
5041441,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,1,0,1,0,,1.0,0
5116673,F,N,Y,2,76500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14375,-1281,1,0,0,0,Sales staff,4.0,0
5126454,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13937,-4853,1,1,1,0,Managers,2.0,0
5113642,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23269,365243,1,0,0,1,,2.0,0
5048232,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-18764,-9866,1,0,0,0,Laborers,1.0,0
5045058,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,4.0,0
5061789,F,N,N,0,113400.0,Pensioner,Higher education,Married,House / apartment,-20219,365243,1,0,0,0,,2.0,0
5009730,M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-13178,-1317,1,1,0,0,Laborers,2.0,0
5113191,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11172,-3504,1,0,0,0,Laborers,2.0,0
5115606,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,1,0,0,0,Core staff,2.0,1
5096857,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,2.0,0
5066693,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12946,-341,1,0,1,1,Sales staff,2.0,0
5125284,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280,-3694,1,0,0,1,Sales staff,3.0,0
5058529,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,1.0,0
5096407,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13951,-1101,1,1,0,0,Sales staff,3.0,0
5024809,M,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,-15390,-1615,1,0,0,0,Laborers,2.0,0
5023584,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1.0,0
5024481,F,Y,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12337,-458,1,0,0,0,Cooking staff,3.0,0
5091012,F,N,Y,0,90000.0,Working,Lower secondary,Married,House / apartment,-11239,-3018,1,0,1,0,Medicine staff,2.0,0
5143393,F,N,Y,0,153000.0,Working,Higher education,Single / not married,House / apartment,-10762,-683,1,0,1,0,Core staff,1.0,0
5021986,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11177,-4205,1,0,0,0,Laborers,3.0,0
5053840,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-18794,-6358,1,0,0,0,High skill tech staff,2.0,0
5089589,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13077,-1525,1,1,0,0,Drivers,2.0,0
5115737,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11582,-741,1,0,1,0,Core staff,2.0,0
5115890,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8272,-286,1,0,1,0,Core staff,1.0,0
5023674,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0,0
5038578,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0
5118532,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12446,-645,1,0,0,0,Core staff,2.0,0
5148700,M,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,-11836,-2755,1,0,0,0,,3.0,0
5143247,F,N,N,2,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13596,-1323,1,1,1,0,Core staff,4.0,0
5085699,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-20602,-138,1,0,0,0,Cooking staff,2.0,0
5036552,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10940,-512,1,1,0,0,Sales staff,1.0,0
5135640,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-16743,-808,1,0,1,0,Laborers,1.0,0
5139503,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14010,-3050,1,0,1,1,Private service staff,1.0,0
5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-14466,-1569,1,0,1,0,,2.0,0
5066834,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-21739,365243,1,0,0,0,,2.0,0
5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17154,-1649,1,0,0,0,Drivers,2.0,0
5028770,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-11919,-1787,1,0,1,0,Accountants,2.0,0
5010293,F,N,Y,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10016,-1164,1,1,0,0,Sales staff,1.0,0
5115838,F,N,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,-17046,-1410,1,0,1,0,Accountants,2.0,0
5062105,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,1,0,0,0,Managers,2.0,0
5105173,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,Managers,4.0,0
5010193,F,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,,2.0,0
5041417,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,0
5105331,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,,2.0,0
5067797,F,N,Y,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-9448,-355,1,0,0,0,Laborers,3.0,0
5105261,M,N,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,-10305,-210,1,0,0,1,Laborers,1.0,0
5117428,M,Y,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10048,-3475,1,1,0,0,,5.0,0
5058285,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,1,,2.0,0
5068989,F,N,N,0,180000.0,Working,Higher education,Separated,House / apartment,-14127,-2058,1,1,1,1,Accountants,1.0,0
5041532,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,0
5065714,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,365243,1,0,0,0,,1.0,0
5021421,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,0
5053597,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13724,-638,1,0,0,0,,2.0,0
5135435,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,365243,1,0,0,0,,2.0,0
5068385,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,1,Sales staff,2.0,0
5033713,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13782,-3032,1,1,1,0,Security staff,3.0,0
5125503,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20911,365243,1,0,0,0,,2.0,0
5115845,F,N,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,-17046,-1410,1,0,1,0,Accountants,2.0,0
5036785,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15754,-219,1,0,1,0,HR staff,2.0,0
5115609,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,1,0,0,0,Core staff,2.0,0
5024397,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-12434,-1463,1,0,1,0,,4.0,0
5053973,F,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9766,-303,1,1,0,1,,1.0,0
5066518,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19975,-10780,1,1,1,0,Laborers,2.0,0
5054572,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0
5061700,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17840,-1993,1,0,1,1,High skill tech staff,2.0,0
5061494,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948,-9359,1,0,0,0,,3.0,0
5022966,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,2.0,0
5028462,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,-10565,-811,1,1,1,0,,2.0,0
5028405,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2.0,0
5061405,F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13014,-1386,1,0,0,1,Laborers,4.0,0
5023408,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2.0,0
5067301,F,Y,Y,1,103500.0,Working,Higher education,Married,House / apartment,-10024,-1663,1,0,0,1,Sales staff,3.0,0
5100306,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13533,-826,1,1,1,0,,4.0,0
5068774,F,N,N,0,135000.0,Working,Incomplete higher,Married,House / apartment,-16392,-2119,1,0,0,0,Core staff,2.0,0
5105772,F,N,N,0,450000.0,Working,Higher education,Separated,House / apartment,-19046,-1002,1,0,1,0,Core staff,1.0,0
5149343,F,Y,Y,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-16930,-8995,1,0,0,0,High skill tech staff,1.0,0
5061416,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-17144,-1050,1,0,0,1,Core staff,2.0,0
5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2.0,0
5094867,F,N,Y,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,-15007,-1677,1,1,1,0,Laborers,1.0,0
5069432,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-16896,-354,1,0,1,0,Sales staff,2.0,0
5117368,M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,-11917,-1680,1,1,0,0,Laborers,3.0,0
5135962,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23255,365243,1,0,0,0,,2.0,0
5024846,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,-11511,-519,1,0,0,0,High skill tech staff,1.0,0
5061655,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22765,365243,1,0,0,0,,1.0,0
5149601,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17857,-229,1,1,0,0,,2.0,0
5008944,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-13642,-4846,1,0,1,0,High skill tech staff,2.0,0
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417,-2499,1,0,0,0,High skill tech staff,3.0,0
5033431,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,4.0,0
5065452,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,1,0,1,0,Laborers,2.0,0
5048560,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15927,-1039,1,0,0,0,Private service staff,1.0,1
5142425,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-22179,-7622,1,0,0,0,Managers,2.0,0
5105871,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11598,-1976,1,1,0,0,,2.0,0
5009525,M,Y,N,1,112500.0,Working,Secondary / secondary special,Separated,Co-op apartment,-11998,-1135,1,1,0,0,Laborers,2.0,0
5061504,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21464,365243,1,0,0,0,,2.0,0
5113983,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,1,Laborers,2.0,0
5028500,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,-10143,-387,1,0,0,1,Core staff,1.0,0
5033898,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10324,-513,1,1,1,0,Laborers,2.0,0
5088996,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,-14622,-1160,1,1,1,0,Core staff,4.0,0
5113688,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-12379,-4453,1,0,0,1,Sales staff,2.0,1
5048031,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,1,0,0,0,Laborers,4.0,0
5095142,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14197,-3350,1,1,1,0,High skill tech staff,3.0,0
5068234,M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-13885,-232,1,0,0,0,Laborers,3.0,0
5090335,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13095,-3716,1,1,1,0,Medicine staff,2.0,0
5035886,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-19573,-7404,1,0,1,0,,3.0,0
5029254,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023,-4280,1,1,0,0,Laborers,2.0,0
5148669,M,Y,Y,1,810000.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-17922,-3455,1,0,0,0,Security staff,3.0,0
5061260,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,,2.0,0
5099973,F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10218,-1740,1,0,1,0,Security staff,2.0,0
5111140,M,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,1,0,0,0,Drivers,3.0,0
5038891,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22886,365243,1,0,1,0,,2.0,0
5095981,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-16314,-1040,1,1,0,0,High skill tech staff,2.0,0
5146374,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15857,-4633,1,0,0,0,Laborers,2.0,0
5125326,F,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-10018,-379,1,0,1,0,Sales staff,2.0,0
5050718,M,Y,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579,-835,1,0,0,0,Laborers,2.0,0
5033972,M,Y,Y,1,256500.0,State servant,Higher education,Married,Office apartment,-11154,-4409,1,0,0,0,Core staff,3.0,0
5150148,F,N,Y,2,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12121,-3718,1,0,0,0,Core staff,3.0,0
5024011,F,Y,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-20815,365243,1,0,0,0,,2.0,0
5024847,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,-11511,-519,1,0,0,0,High skill tech staff,1.0,0
5125992,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11262,-1779,1,1,1,0,Waiters/barmen staff,3.0,0
5021959,F,Y,Y,0,76500.0,Working,Higher education,Married,House / apartment,-17743,-4205,1,0,0,0,,2.0,0
